,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tgi,tumour_type
P47*C2,0:0_1:0_2:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0_12:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0_12:0,0.3635254484766444,0.08365176126619125,0:0_1:0_2:0,1.2345807196812117,1.0606535174454192,0.011230633446470096,0.008558798250409658,5.187500346106958,C2,0.02789428879999104,-0.0009415702371314634,8.23620281942758,0.046825722209014375,0.04791666666666667,0:mSD_1:mSD_2:mSD,0,0,0,3,3,13,0.0,0.0,0.0,1.0,27.27272727272727,0:1.1556087549738105_1:1.2495303907816997_2:1.2774572159571982,0:0.0_1:0.0_2:0.0_3:0.0_4:0.0_5:0.0_6:0.0_7:0.0_8:0.0_9:0.0_10:0.0_11:0.0_12:0.0,0:0.009071381116073453_1:0.009225665816093642_2:0.017557192008501876,0:0.0_1:0.0_2:0.0_3:0.0_4:0.0_5:0.0_6:0.0_7:0.0_8:0.0_9:0.0_10:0.0_11:0.0_12:0.0,,no_tumour_type
P48*C1,0:155.24079999999998_1:81.67704166666667_2:113.70151666666668_3:127.85728333333334_4:171.20893333333333_5:186.98527499999997_6:80.11089166666667_7:62.966_8:131.93721666666667_9:232.84744166666667,0:[219.57273333]_1:[223.44783333]_2:[301.14925]_3:[285.75858333]_4:[272.6004]_5:[616.239125]_6:[407.40823333]_7:[182.120725]_8:[186.10216667]_9:[225.6167],0:[0.54541407]_1:[0.54862035]_2:[0.58739033]_3:[0.55665429]_4:[0.51630603]_5:[0.79903897]_6:[0.74526974]_7:[0.39714435]_8:[0.47738934]_9:[0.57939926],0.580527013573136,0.6896078912659377,0:0.4537172266896257_1:0.3066505673610867_2:0.38504534934235596_3:0.395774652092551_4:0.4552068578580184_5:0.44499816574509593_6:0.32126361712135004_7:0.24826545473979927_8:0.44878974703185254_9:0.4342201635690251,1.2126309121551793,1.4345945116620689,0.01727247878744313,0.047245735229415324,28.343570030229102,C1,0.025599155802406095,0.0035046072096873147,3.327328332255192,0.2092761795706095,0.2109375,0:mSD_1:mSD_2:mSD_3:mSD_4:mPD_5:mPD_6:mSD_7:mSD_8:mSD_9:mSD,0,2,0,8,10,10,0.0,0.2,0.0,0.8,100.0,0:1.2875655046166135_1:1.103896834772062_2:1.108388464705414_3:1.3308953649528805_4:1.2674691179462887_5:1.1217620183118024_6:1.1342235131259928_7:0.9285058284458881_8:1.2895000231621268_9:1.2481455295631971,0:1.5128880900856052_1:1.500309706635368_2:1.512200283776783_3:1.5125858622608697_4:1.5110065725218536_5:1.5403643826804791_6:1.529248618790835_7:1.478007710734022_8:1.4679473339748816_9:1.4950378030242129,0:0.02732553132807383_1:0.013072088657257907_2:0.015627392168245168_3:0.025511079162409266_4:0.018511102733925883_5:0.010838462388771092_6:0.017141182149592527_7:0.009169955816106436_8:0.030655816282493403_9:0.012844395587981094,0:0.1480855689854909_1:0.09535933103140763_2:0.10352066511716339_3:0.09693907292004277_4:0.08715039139962344_5:0.20875481898402778_6:0.189487446078222_7:0.05531144013414927_8:0.06590189495619521_9:0.10384458854870636,0.22356319802558466,no_tumour_type
P49*C1,0:81.47127272727272_1:68.68804545454546_2:97.44163863636366_3:36.91689696969696_4:15.176420378787878_5:35.695024242424246,0:[171.16948485]_1:[52.65637273]_2:[19.75595455]_3:[49.28346364]_4:[32.3394]_5:[101.62550985],0:[0.36331021]_1:[0.22623894]_2:[0.10970704]_3:[0.16335044]_4:[0.15918514]_5:[0.37639766],0.833942639983797,0.8548085284669851,0:0.3079082516504321_1:0.21154959821403033_2:0.2822098335647141_3:0.20540995431549627_4:0.11620502202804334_5:0.17170402795709228,0.8774423092493042,0.9658520617495809,0.00752144043653549,0.008655181969872102,1.545268035374022,C1,0.0273612261077887,0.02800935402680931,0.0673058547490459,0.9063349584021952,0.9541666666666667,0:mPD_1:mSD_2:mPD_3:mSD_4:mSD_5:mSD,0,2,0,4,6,6,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:0.9955964238173117_1:1.0594957692822788_2:1.1476639662582144_3:0.6910752721944562_4:0.3744678732691552_5:0.42686254736723844,0:1.3142283549159834_1:0.7185640531808261_2:0.34781481882745896_3:0.7746364822102398_4:0.7541556777727543_5:1.0418645718635327,0:0.010039693514720865_1:0.008289012528509849_2:0.01032706243270948_3:0.006574664200127048_4:0.004240877732010103_5:0.00288221075464633,0:0.01845883430366438_1:0.0059582814014330215_2:0.0024779469567965374_3:0.004563982802721766_4:0.00620324682918826_5:0.012473653515014645,0.19347206931517547,no_tumour_type
P50*C1,0:13.031490476190482_1:39.26848690476191_2:-8.522279761904754_3:6.74302261904762_4:-2.6236976190476264_5:3.668220238095248,0:[42.00065119]_1:[176.58348333]_2:[393.640325]_3:[165.16920833]_4:[118.09966905]_5:[229.84499286],0:[0.22869572]_1:[0.54098035]_2:[0.69728096]_3:[0.37473535]_4:[0.50210676]_5:[0.56883355],0.5478648009423158,0.5792466601448084,0:0.06707660125428622_1:0.12288784375516598_2:-0.048006950478840266_3:0.023097347174830037_4:-0.03134903293504986_5:0.011303292181593552,1.159512779739458,0.7038830946229905,0.013899519922682397,0.005130690359975268,194.6799252319945,C1,0.011458863541451208,-0.0019130821466500708,8.41935924887653,0.044605268070734616,0.044270833333333336,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,6,6,6,0.0,0.0,0.0,1.0,79.16666666666666,0:1.115807713706905_1:1.2525744593533923_2:0.8083354780416914_3:1.297883195741379_4:0.7882926848221934_5:1.25409286660256,0:0.9150614865453489_1:1.3738715929581606_2:1.4894377488060215_3:1.3912180090906885_4:1.3385868635503217_5:1.4280027162509032,0:0.012200743818049219_1:0.014965554269610421_2:0.005600916378141826_3:0.02892765710157469_4:0.00837101413209953_5:0.0161647573301598,0:0.009441453555348249_1:0.0274164362328503_2:0.06570241326932062_3:0.023588052031871483_4:0.04121973150962009_5:0.046363277892011986,0.7468188633239956,no_tumour_type
P51*C1,0:238.81630166666667_1:355.4067983333333_2:322.873935_3:181.95960000000002_4:167.13214166666668_5:223.08970583333334,0:[566.462125]_1:[616.478225]_2:[534.24782]_3:[674.92501667]_4:[985.93901667]_5:[324.632025],0:[0.85856678]_1:[0.87181266]_2:[0.86067268]_3:[0.85885337]_4:[0.96987844]_5:[0.80187611],0.8423314338329022,1.0884716811714694,0:0.71170744224248_1:0.7478592706682289_2:0.742535037840026_3:0.4980269740189347_4:0.5068832733969019_5:0.5676617713824904,1.546546991705991,1.5608956364460531,0.3814513186495153,0.7801537325132035,25.493804449218686,C1,0.11178878267132283,0.14297869732080942,4.0952856737029135,0.16124535476916957,0.16197916666666667,0:mPD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,1,0,5,6,6,0.0,0.16666666666666666,0.0,0.8333333333333334,85.71428571428571,0:1.545120692396907_1:1.553018670544069_2:1.549768517486572_3:1.5451358053307664_4:1.5421783158896925_5:1.5382909089889072,0:1.562953217865703_1:1.5597863487484225_2:1.5593534884985711_3:1.561210325023473_4:1.563827562279797_5:1.5517437022594698,0:0.4504317118014565_1:0.5405494903369416_2:0.4882545585776076_3:0.2836530548329413_4:0.2991025652222636_5:0.28221541879300766,0:0.9086603442831266_1:0.7126432697515781_2:0.7609223902452609_3:0.7502591896871466_4:0.8749280195548701_5:0.5565468100489974,0.23486432528127965,no_tumour_type
P52*C1,0:43.65602500000001_1:29.335583333333325_2:127.63881666666666_3:60.225816666666674_4:103.29634999999998_5:41.77345833333334,0:[188.45115]_1:[141.214275]_2:[308.11416667]_3:[237.27445]_4:[158.45580833]_5:[81.02383333],0:[0.30282329]_1:[0.32338354]_2:[0.5594423]_3:[0.4280672]_4:[0.42246521]_5:[0.34047465],0.19993945045793365,0.6806349927473243,0:0.15454276803190567_1:0.1107228900883091_2:0.26697239682581797_3:0.2030364218302438_4:0.25109272336275335_5:0.1760276348058527,1.4066229091509288,0.7210343507363284,0.026318361011053636,0.003827143855226305,16.581559402885546,C1,0.008215654346229607,-0.004077364479181837,4.758715377007923,0.13381542052931594,0.13489583333333333,0:mSD_1:mSD_2:mPD_3:mSD_4:mPD_5:mSD,0,2,0,4,6,6,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.4914555626719723_1:0.5493600205484589_2:0.4910758596850414_3:0.9354370738004423_4:1.1928264025270339_5:1.5171383762540118,0:1.5331230604681914_1:1.5259239854051874_2:1.543774362476066_3:1.5370717302744534_4:1.514290713298409_5:1.4949998863102847,0:0.05872479232254475_1:0.002838922861163861_2:0.0017451995950601793_3:0.006917941698929197_4:0.009225973545445436_5:0.10857519518564626,0:0.07315397966359771_1:0.08666539644465263_2:0.1822432765944858_3:0.11579026872535192_4:0.10038000783546741_5:0.10219626503286487,0.4705304751177082,no_tumour_type
P53*C1,0:70.33390119047617_1:23.67380154761905_2:58.38302261904762_3:149.33255357142858_4:37.04762857142857_5:155.91034642857142,0:[343.52354762]_1:[241.94962024]_2:[147.74398929]_3:[329.10492976]_4:[236.36820571],0:[0.4946171]_1:[0.60143035]_2:[0.42655479]_3:[0.4011591]_4:[0.71275084],-0.18243636035185126,0.6148345995138211,0:0.22980475204565973_1:0.13770389872561628_2:0.2892981369298363_3:0.36133086841718237_4:0.2189381744676285_5:0.2755538745451173,1.258495220489393,0.04627914386536562,0.01733948396863888,0.00022682044195634376,61.24383014739362,C1,-0.006817375540561174,-0.005559244489573887,2.7102727426698787,0.26563281567409647,0.26145833333333335,0:mPD_1:mSD_2:mPD_3:mPD_4:mPD_5:mSD,0,4,0,2,6,5,0.0,0.6666666666666666,0.0,0.3333333333333333,100.0,0:1.3494712900878465_1:1.2681455527046979_2:1.4202410536316534_3:0.6444855907508223_4:1.3448110964455806_5:-0.6474385616261698,0:1.5080592942293554_1:1.4796724508006538_2:1.4149733351562266_3:1.5030285415165312_4:1.4779140111788176,0:0.02198682338439456_1:0.026672700638719706_2:0.05518364632548626_3:0.004251628509284458_4:0.039113126046826915_5:-0.002209367530981452,0:0.05811222550234025_1:0.08548055980785936_2:0.04367305581330011_3:0.037454833357993_4:0.13222336496671194,0.4482209691553498,no_tumour_type
P54*C1,0:43.08834166666667_1:34.21487500000002_2:35.104383333333324_3:0.18059500000000117_4:38.52845833333334_5:3.125130833333337,0:[110.78075833]_1:[145.59406667]_2:[371.92616667]_3:[73.34785167]_4:[65.81103333]_5:[143.90971667],0:[0.58725142]_1:[0.48812456]_2:[0.48479809]_3:[0.81858566]_4:[0.33298874]_5:[0.43616081],0.17041120319051542,0.6367225762387771,0:0.09435167354545017_1:0.07292860378940737_2:0.2529273629722817_3:-0.0014760044515213996_4:0.23065858620973062_5:0.023530155901200736,0.7321161705579424,0.7700293222823466,0.005311526639456113,0.005626701423064175,13.957495495782723,C1,0.003402689609413394,0.005794785046898167,2.122392742052214,0.34121300488859463,0.3380208333333333,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,6,6,6,0.0,0.0,0.0,1.0,100.0,0:-0.6754088862633333_1:-0.33288364561999706_2:0.9343893295045208_3:1.0936020368343569_4:0.9031454820753648_5:1.1038576447189818,0:1.1539750123617214_1:1.3327571446331532_2:1.4753999858891667_3:0.986377939767884_4:1.0989718598418026_5:1.3115931915476307,0:-0.002447297398420464_1:-0.0010692311357138144_2:0.013965315051505126_3:0.026731416711030444_4:0.01011869096781783_5:0.02835065135554214,0:0.018292754562926842_1:0.023489854695604412_2:0.02629064287569943_3:0.029420747157658883_4:0.016461491117959408_5:0.02253067695783994,0.6478959285832453,no_tumour_type
P55*C1,0:46.29484166666667_1:6.825216666666655_2:50.2819_3:28.79042500000001_4:-4.648316666666652_5:-10.05474166666667_6:-9.171711666666665,0:[191.527675]_1:[263.77261667]_2:[297.83421667]_3:[246.6255]_4:[78.54629167]_5:[108.24401833]_6:[200.16509167],0:[0.38724972]_1:[0.54710904]_2:[0.54070341]_3:[0.46430216]_4:[0.28661489]_5:[0.54170283]_6:[0.5961753],0.38150120870102905,0.6415122084744845,0:0.18355167488167676_1:0.0349257995292575_2:0.20786619411465496_3:0.11196183875394636_4:-0.008294748322046935_5:-0.08330270787499801_6:-0.1269294063756732,1.287104297859612,-0.7977771865825664,0.01875249879144134,-0.005965865031789111,200.89110264431247,C1,0.012538096140579854,-0.006319457963822576,8.966742838007605,0.03884417843486476,0.03854166666666667,0:mPD_1:mPD_2:mSD_3:mPD_4:mPD_5:mSD_6:mSD,0,4,0,3,7,7,0.0,0.5714285714285714,0.0,0.42857142857142855,86.66666666666667,0:1.4562350160357298_1:0.8030150274851_2:0.03168051352566195_3:0.4220049027774784_4:1.399759368066849_5:1.3644604847242547_6:1.2709761934412838,0:1.5067862803567427_1:1.5189485525551085_2:1.528441336887212_3:1.5248649718674576_4:1.4731233790292015_5:1.4721493732996942_6:1.517882785847476,0:0.04656662364947692_1:0.004496646656113043_2:0.00017781062301852843_3:0.0020558889644910947_4:0.023071539215082492_5:0.03700478600342794_6:0.03727142491210728,0:0.06671887128784096_1:0.10497882437960265_2:0.10819631815056556_3:0.09710886330500369_4:0.06221577653452079_5:0.1377947535308047_6:0.17134458990959295,0.8240533358989662,no_tumour_type
P56*C1,0:86.06744166666667_1:92.520015_2:171.41537499999998_3:150.582_4:55.63755833333333_5:106.94448333333332_6:148.72112500000003,0:[117.24615667]_1:[114.26305]_2:[222.43810833]_3:[116.570125]_4:[85.355295]_5:[134.72736667]_6:[167.08543333],0:[0.57576599]_1:[0.31636763]_2:[0.41479229]_3:[0.30626947]_4:[0.42624497]_5:[0.48543286]_6:[0.45442326],0.6357833276317693,0.5423710926684193,0:0.27185018629105684_1:0.45752153348194646_2:0.3702239622146857_3:0.37140330942625255_4:0.3027171478866544_5:0.3855207697555046_6:0.22319754662708985,1.4893945651163882,1.4797415676740904,0.06177556941108292,0.07044721300213806,2.1990475881199814,C1,0.04872481040885197,0.05134212899325373,0.29996256858777204,0.8138468896918236,0.8020833333333334,0:mPD_1:mPD_2:mPD_3:mPD_4:mPD_5:mPD_6:mSD,0,6,0,1,7,7,0.0,0.8571428571428571,0.0,0.14285714285714285,100.0,0:1.4879094997366058_1:1.5123904922116826_2:1.5037228690955693_3:1.501622963597602_4:1.497808606421558_5:1.4953494948726542_6:0.41305083707993145,0:1.4523247801467092_1:1.499010351909936_2:1.5161118038199797_3:1.4862474697857886_4:1.4543775733662205_5:1.460255785294456_6:1.452347105900191,0:0.06469247589006681_1:0.19215970062704185_2:0.0627532994187459_3:0.07190085597493602_4:0.13599259624125212_5:0.09951627132604152_6:0.0009876904475209075,0:0.11272348573993926_1:0.07161214827167936_2:0.07345391592390553_3:0.05415488483247165_4:0.10118309059077668_5:0.08922723209359684_6:0.050116906318120255,0.22422036821426206,no_tumour_type
P57*C1,0:327.171125_1:220.90475833333335_2:96.93199999999999_3:259.70573333333334_4:255.93856666666667_5:295.5423916666667,0:[325.80051667]_1:[383.0985]_2:[125.05785833]_3:[206.65374167]_4:[155.65820833],0:[0.40559734]_1:[0.40343613]_2:[0.35714439]_3:[0.43506774]_4:[0.30712804],1.1808390926109853,0.6368364977844193,0:0.5423230091247494_1:0.530360608494731_2:0.33695088336471407_3:0.4721502868399208_4:0.35981410570314243_5:0.4306322068440436,1.3520029999727359,1.3571853861257028,0.020442163695762888,0.015794007452810517,-1.4335720379676786e-06,C1,0.08024448327423137,0.020837200071884634,0.7352858497032924,0.6443287222237625,0.6359375,0:mPD_1:mSD_2:mPD_3:mSD_4:mPD_5:mPD,0,4,0,2,6,5,0.0,0.6666666666666666,0.0,0.3333333333333333,71.42857142857143,0:1.3647123462795703_1:1.400121833972556_2:1.3825905469863349_3:1.400592265814216_4:1.0783994933611156_5:1.2898771104055684,0:1.5235586446658151_1:1.537439120660816_2:1.46839550556063_3:1.5104623822868142_4:1.4918533729825707,0:0.02534623093077274_1:0.037181530062165756_2:0.0350530613679184_3:0.027165411200689094_4:0.005559164314633033_5:0.01255517905777195,0:0.055017019069653235_1:0.06852747372914147_2:0.05421429182353556_3:0.08758641403390292_4:0.04666087793424917,-0.11428049130604157,no_tumour_type
P57*C2,0:43.197066666666665_1:72.233275_2:48.17081666666667_3:67.083375_4:82.85248333333334_5:53.719033333333336,0:[205.44518333]_1:[231.13316667]_2:[68.159425]_3:[121.50084167]_4:[156.47400833],0:[0.30807378]_1:[0.29814966]_2:[0.24369467]_3:[0.3236556]_4:[0.30806315],0.5383219818312562,0.6368364977844193,0:0.1807060823986481_1:0.26510538115162385_2:0.22416320432934222_3:0.2665222493040101_4:0.2798894153747328_5:0.08825124134825103,1.4809878505808067,1.3571853861257028,0.05022303583191248,0.015794007452810517,40.91406586462983,C2,0.035077085665800076,0.020837200071884634,0.9766573835498109,0.5713112092708563,0.565625,0:mSD_1:mSD_2:mSD_3:mSD_4:mPD_5:mSD,0,1,0,5,6,5,0.0,0.16666666666666666,0.0,0.8333333333333334,85.71428571428571,0:1.4372532322599385_1:-0.8816341959228542_2:1.4957867938320653_3:1.512601346793617_4:1.5125038693544945_5:1.4927865452533906,0:1.5235586446658151_1:1.537439120660816_2:1.46839550556063_3:1.5104623822868142_4:1.4918533729825707,0:0.04510032769407287_1:-0.006827748542435774_2:0.09296712615266456_3:0.11401872962047734_4:0.10370737229223903_5:0.024334050468833322,0:0.055017019069653235_1:0.06852747372914147_2:0.05421429182353556_3:0.08758641403390292_4:0.04666087793424917,0.23729379881348078,no_tumour_type
P57*C3,0:61.829374999999985_1:65.33466666666666_2:214.31795_3:273.7970833333334_4:150.515375,0:[325.80051667]_1:[383.0985]_2:[125.05785833]_3:[206.65374167]_4:[155.65820833],0:[0.40559734]_1:[0.40343613]_2:[0.35714439]_3:[0.43506774]_4:[0.30712804],0.47658300438492507,0.6368364977844193,0:0.2548248937982869_1:0.2749018551066399_2:0.40210495066732976_3:0.45396314365251955_4:0.3276089852609061,1.4324189170974333,1.3571853861257028,0.035590325418774424,0.015794007452810517,5.959583014882924,C3,0.029507448098608703,0.020837200071884634,0.23828268629907928,0.8398998048439016,0.8338541666666667,0:mPD_1:mPD_2:mPD_3:mPD_4:mSD,0,4,0,1,5,5,0.0,0.8,0.0,0.2,100.0,0:1.4658505022043182_1:1.494578249982456_2:1.402742337403328_3:1.395960241476085_4:1.0536131221085296,0:1.5235586446658151_1:1.537439120660816_2:1.46839550556063_3:1.5104623822868142_4:1.4918533729825707,0:0.06447522323692162_1:0.09582519079433227_2:0.025729199688294492_3:0.023610080231531872_4:0.006859552100981685,0:0.055017019069653235_1:0.06852747372914147_2:0.05421429182353556_3:0.08758641403390292_4:0.04666087793424917,0.21932874148157133,no_tumour_type
P57*C4,0:48.63802499999999_1:198.07288333333335_2:75.79907499999999_3:67.04326666666668_4:97.95878333333334_5:86.48260833333333,0:[325.80051667]_1:[383.0985]_2:[125.05785833]_3:[206.65374167]_4:[155.65820833],0:[0.40559734]_1:[0.40343613]_2:[0.35714439]_3:[0.43506774]_4:[0.30712804],0.5267044645281996,0.6368364977844193,0:0.18303836983820523_1:0.46621677679539675_2:0.3151161285259624_3:0.24531354550894383_4:0.22492551736358135_5:0.23181396672538412,1.408376634806867,1.3571853861257028,0.030107934720790857,0.015794007452810517,10.6551800335032,C4,0.0342313223856472,0.020837200071884634,1.3960129061710993,0.4693636316310388,0.4666666666666667,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,6,6,5,0.0,0.0,0.0,1.0,85.71428571428571,0:1.481107240104159_1:1.3282167935594251_2:1.3395864066166816_3:1.48186006913666_4:1.1990958395589557_5:1.2869313934398139,0:1.5235586446658151_1:1.537439120660816_2:1.46839550556063_3:1.5104623822868142_4:1.4918533729825707,0:0.05804933278663155_1:0.02302673242722229_2:0.032158382029989635_3:0.06486621721687008_4:0.00883297377098177_5:0.013500278030995707,0:0.055017019069653235_1:0.06852747372914147_2:0.05421429182353556_3:0.08758641403390292_4:0.04666087793424917,0.3674472527627588,no_tumour_type
P58*C1,0:121.51581666666667_1:182.73912499999997_2:145.61611666666664_3:192.5937416666667_4:116.21644166666667_5:87.13784166666667,0:[124.15078333]_1:[258.12284167]_2:[277.56615833]_3:[382.14215]_4:[415.63811667]_5:[130.06339167],0:[0.38107858]_1:[0.40209551]_2:[0.59908424]_3:[0.59071865]_4:[0.61550138]_5:[0.4224535],0.5975671620211322,0.7007632675902132,0:0.2832580283176108_1:0.39565305451664334_2:0.39338520092570617_3:0.45723775813829015_4:0.41597150490682133_5:0.2579388853335629,1.5091024291985378,1.4454565057932958,0.08282455319713002,0.04068003019768257,103.19443950909613,C1,0.038380156014728724,0.01889535285551031,2.610346659824045,0.27695178256035324,0.27447916666666666,0:mPD_1:mPD_2:mPD_3:mPD_4:mPD_5:mPD,0,6,0,0,6,6,0.0,1.0,0.0,0.0,92.85714285714286,0:1.5140097743417034_1:1.5274751697117064_2:1.4989100949862708_3:1.5162219992261052_4:1.4876947511961267_5:1.4894962810990091,0:1.4958901691565514_1:1.5114188071835544_2:1.527705501485402_3:1.5364626307124736_4:1.5399931190332177_5:1.4751694090236716,0:0.07283888013473712_1:0.09825640372469195_2:0.07793711881569336_3:0.10261077309582176_4:0.08704783024581281_5:0.06074842920293604,0:0.08065323631332343_1:0.05657004583522859_2:0.15232590573350382_3:0.13151067942760172_4:0.16078025275046337_5:0.07609736616825408,0.2897280052053569,no_tumour_type
P59*C0,0:31.307241666666663_1:2.5953833333333414_2:-15.141295_3:-8.530275000000003_4:60.38474166666668_5:14.439625000000007,0:[191.67084167]_1:[481.79395833]_2:[495.3683]_3:[193.07586667]_4:[392.28161667]_5:[238.43420833],0:[0.56416764]_1:[0.67213799]_2:[0.64113668]_3:[0.52226095]_4:[0.48328069]_5:[0.49472252],-0.04479361797635383,0.802761986583984,0:0.15816031324824087_1:0.017177087327552576_2:-0.10368087077117902_3:-0.028710968417385796_4:0.15303611648236323_5:0.056299751072953874,-0.9166746852386806,0.8427705847457196,-0.006200247018832059,0.006255493703674779,19.12366457509529,C0,-0.0009180891572340661,0.003649607056623353,19.326665536683112,0.0023915648674374124,0.003125,0:mPD_1:mCR_2:mCR_3:mCR_4:mSD_5:mSD,3,1,0,2,6,6,0.5,0.16666666666666666,0.0,0.3333333333333333,56.52173913043478,0:0.9048783204258876_1:-1.1329603063450946_2:-1.2078851771691606_3:-1.282766950402199_4:-1.0804974231270386_5:0.7437708005529169,0:1.5230989998656383_1:1.538844082580907_2:1.5420689707064157_3:1.5184527655666096_4:1.5420708363115738_5:1.5211348031244831,0:0.008041950324408197_1:-0.011842328464186794_2:-0.01482440691785276_3:-0.01214341714332594_4:-0.006399105971017366_5:0.005253577532225551,0:0.19655453978242143_1:0.15069422827418888_2:0.18632038726584269_3:0.15047017312309185_4:0.11689297979772122_5:0.12672783042552974,1.02200291023538,no_tumour_type
P59*C1,0:94.77658333333333_1:21.50027500000001_2:-8.398908333333331_3:-15.975116666666661_4:-7.451025000000005_5:25.45949999999999,0:[316.29340833]_1:[264.324625]_2:[377.6373]_3:[203.30893333]_4:[512.22328333]_5:[176.86510833],0:[0.68889872]_1:[0.52518263]_2:[0.58090411]_3:[0.53502148]_4:[0.54516422]_5:[0.43459182],0.5378761356143782,0.802761986583984,0:0.29215891552322304_1:0.10150781118707612_2:-0.04444773684849013_3:-0.06099219909650218_4:-0.024569484314764606_5:0.2213103725170399,1.421387662402296,0.8427705847457196,0.03870648494578952,0.006255493703674779,556.980159106141,C1,0.023301127312112438,0.003649607056623353,12.636521250052853,0.016383982532068297,0.016666666666666666,0:mPD_1:mSD_2:mSD_3:mSD_4:mSD_5:mPD,0,2,0,4,6,6,0.0,0.3333333333333333,0.0,0.6666666666666666,65.21739130434783,0:1.4969724606252839_1:1.4185640142746816_2:1.3820226656241537_3:1.3401569633294366_4:1.2398770242858692_5:1.4367642377123555,0:1.5230989998656383_1:1.538844082580907_2:1.5420689707064157_3:1.5184527655666096_4:1.5420708363115738_5:1.5211348031244831,0:0.07204069432608334_1:0.034556501991680484_2:0.0275312029044352_3:0.020720727373259994_4:0.018166433683943987_5:0.0758586869461085,0:0.19655453978242143_1:0.15069422827418888_2:0.18632038726584269_3:0.15047017312309185_4:0.11689297979772122_5:0.12672783042552974,0.7495449086727839,no_tumour_type
P59*C2,0:-43.487703333333336_1:-4.694792499999995_2:-24.43288083333333_3:-2.510943333333337_4:-26.661300833333332_5:-44.19471083333333,0:[316.29340833]_1:[264.324625]_2:[377.6373]_3:[203.30893333]_4:[512.22328333]_5:[176.86510833],0:[0.68889872]_1:[0.52518263]_2:[0.58090411]_3:[0.53502148]_4:[0.54516422]_5:[0.43459182],-0.12173494945943925,0.802761986583984,0:-0.32515608302077437_1:-0.07048606322569445_2:-0.18352760391784437_3:-0.036074216716074706_4:-0.2953225493240356_5:-0.4291627168851199,-0.13145821906309307,0.8427705847457196,-0.0007757153409095632,0.006255493703674779,121.46736410942572,C2,-0.004417741795583093,0.003649607056623353,51.71739877838939,0.0,0.0005208333333333333,0:mCR_1:mSD_2:mPR_3:mPR_4:mCR_5:mCR,3,0,2,1,6,6,0.5,0.0,0.3333333333333333,0.16666666666666666,47.82608695652174,0:-1.299685948201939_1:1.2104813527511271_2:0.7249165206599089_3:1.127099140986505_4:-0.6657776541792642_5:-1.1177410115459703,0:1.5230989998656383_1:1.538844082580907_2:1.5420689707064157_3:1.5184527655666096_4:1.5420708363115738_5:1.5211348031244831,0:-0.014506186729441917_1:0.021310842449576737_2:0.004527324155810054_3:0.016429583828920093_4:-0.005694861367230331_5:-0.010893039367888793,0:0.19655453978242143_1:0.15069422827418888_2:0.18632038726584269_3:0.15047017312309185_4:0.11689297979772122_5:0.12672783042552974,1.4056941319245968,no_tumour_type
P59*C3,0:0.06914166666667221_1:7.281748333333336_2:-30.1542775_3:-27.01865833333333_4:-27.1419725_5:-30.07482916666666,0:[316.29340833]_1:[264.324625]_2:[377.6373]_3:[203.30893333]_4:[512.22328333]_5:[176.86510833],0:[0.68889872]_1:[0.52518263]_2:[0.58090411]_3:[0.53502148]_4:[0.54516422]_5:[0.43459182],-0.15102908722972216,0.802761986583984,0:-0.00022404122477783645_1:0.060283955772176066_2:-0.42785486994306227_3:-0.33727748903122357_4:-0.19294531037922633_5:-0.26774364889589564,1.069277864347883,0.8427705847457196,0.01322929336742484,0.006255493703674779,128.5251304025893,C3,-0.005542015968073483,0.003649607056623353,38.579619475343264,0.0,0.0005208333333333333,0:mSD_1:mSD_2:mPR_3:mPR_4:mCR_5:mCR,2,0,2,2,6,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,47.82608695652174,0:1.3971582709850325_1:1.3772497884521147_2:-0.1606751328792179_3:0.9141717473420391_4:-1.1661070834513727_5:0.929493073921451,0:1.5230989998656383_1:1.538844082580907_2:1.5420689707064157_3:1.5184527655666096_4:1.5420708363115738_5:1.5211348031244831,0:0.0389415541674426_1:0.05851522372021547_2:-0.0012967878868295258_3:0.01054762535907102_4:-0.012986977858615117_5:0.008069087491646563,0:0.19655453978242143_1:0.15069422827418888_2:0.18632038726584269_3:0.15047017312309185_4:0.11689297979772122_5:0.12672783042552974,1.2570999109910153,no_tumour_type
