,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tgi,tumour_type
P12*C2,0:72.04220833333333_1:79.06858333333332_2:125.70707499999997_3:87.20215833333336_4:52.57573333333333_5:76.91180833333331_6:101.1649666666667_7:40.45653333333333_8:34.181141666666676_9:37.10310000000001_10:76.81664166666668_11:77.1444,0:[208.04984167]_1:[47.25616667]_2:[84.565525]_3:[49.71599167]_4:[178.98728333]_5:[205.924225]_6:[109.29579167]_7:[66.6339]_8:[38.52200833]_9:[98.52375]_10:[124.588075]_11:[85.31356667],0:[0.31448813]_1:[0.15715069]_2:[0.27451149]_3:[0.15153708]_4:[0.32987134]_5:[0.37041649]_6:[0.32409239]_7:[0.31076123]_8:[0.17286281]_9:[0.26752685]_10:[0.34089138]_11:[0.26861292],0.4152691244961094,0.48780550119206906,0:0.2657930042543174_1:0.23071168108273954_2:0.31105179733283167_3:0.25800517670111617_4:0.22543442513381978_5:0.18579961454813904_6:0.2816052450704848_7:0.19542532897763554_8:0.19067766445683365_9:0.1248556615271842_10:0.22596576786936423_11:0.25326571548070653,1.173775979520535,1.2658187463906247,0.011800266733331963,0.013871941076569694,5.766567709163326,C2,0.024175318454190766,0.028808722503528533,0.09527417550790446,0.8963917102571041,0.9234375,0:mSD_1:mSD_2:mPD_3:mPD_4:mPD_5:mSD_6:mPD_7:mSD_8:mSD_9:mSD_10:mPD_11:mPD,0,6,0,6,12,12,0.0,0.5,0.0,0.5,100.0,0:1.089364943975678_1:1.2468284217530987_2:1.2681069354130095_3:1.2111904700647775_4:1.067996857355378_5:1.2354439690490682_6:1.2904979181804306_7:1.084849891355017_8:0.9527003657201752_9:0.6670902576514782_10:1.2008275033317597_11:1.2528913873604182,0:1.3921989267059784_1:0.9258682889794939_2:1.1321093505727537_3:1.0441658229426563_4:1.4274770147825362_5:1.3893288146309868_6:1.2593828581685398_7:1.095960662532484_8:0.8973131861313174_9:1.1544937779743012_10:1.2759103350425323_11:1.2643638698792916,0:0.011705693805656222_1:0.013490704072343214_2:0.013793874076503244_3:0.012245141269632522_4:0.011408378270234002_5:0.00971615855947505_6:0.016324263725797566_7:0.0124460992045233_8:0.010722216263986858_9:0.0035142792058881715_10:0.01194634887410876_11:0.015115358355336608,0:0.014954094578070575_1:0.00602002464682197_2:0.010838299766725401_3:0.006989717938356795_4:0.02267190611215797_5:0.017846898222445513_6:0.01587138551996351_7:0.015097248487921605_8:0.008110019205089318_9:0.010009040961474867_10:0.016315583729062298_11:0.01611675419786186,0.15404552252592218,no_tumour_type
P12*C3,0:91.35363333333333_1:212.07335833333335_2:103.506725_3:40.576775000000005_4:94.65403333333335_5:141.5816916666667_6:86.529575_7:93.03950833333336_8:98.51050833333335_9:69.67015333333333_10:103.37231666666666_11:90.81972499999999,0:[208.04984167]_1:[47.25616667]_2:[84.565525]_3:[49.71599167]_4:[178.98728333]_5:[205.924225]_6:[109.29579167]_7:[66.6339]_8:[38.52200833]_9:[98.52375]_10:[124.588075]_11:[85.31356667],0:[0.31448813]_1:[0.15715069]_2:[0.27451149]_3:[0.15153708]_4:[0.32987134]_5:[0.37041649]_6:[0.32409239]_7:[0.31076123]_8:[0.17286281]_9:[0.26752685]_10:[0.34089138]_11:[0.26861292],0.5014486061854153,0.48780550119206906,0:0.2707890442197474_1:0.36710456096190763_2:0.22497632260362624_3:0.13775444360539157_4:0.30228026932553614_5:0.36086504361552313_6:0.28063419102931225_7:0.2509353732716349_8:0.206540997538599_9:0.3317999867374307_10:0.260738054068332_11:0.3224741870344349,1.2540196158491634,1.2658187463906247,0.013836209076892135,0.013871941076569694,0.7897995075844904,C3,0.029933266496015843,0.028808722503528533,0.025991608119253027,0.9201379822023269,0.9859375,0:mSD_1:mSD_2:mSD_3:mSD_4:mPD_5:mSD_6:mPD_7:mSD_8:mSD_9:mSD_10:mSD_11:mPD,0,3,0,9,12,12,0.0,0.25,0.0,0.75,100.0,0:1.1285794553953448_1:1.41015398902143_2:1.2266439816759753_3:0.6986906708046752_4:1.2423838854213398_5:1.3022507247199093_6:1.2639754017484643_7:1.2656878764895358_8:1.2384978969782954_9:1.07375253723759_10:1.3193369686255392_11:1.2641919955619558,0:1.3921989267059784_1:0.9258682889794939_2:1.1321093505727537_3:1.0441658229426563_4:1.4274770147825362_5:1.3893288146309868_6:1.2593828581685398_7:1.095960662532484_8:0.8973131861313174_9:1.1544937779743012_10:1.2759103350425323_11:1.2643638698792916,0:0.010222131560027096_1:0.02096735765721746_2:0.009166867083270667_3:0.003920891725755964_4:0.016907710525921597_5:0.01778192627704439_6:0.01661981543080676_7:0.013519000711102062_8:0.008502087317594826_9:0.018923076510371763_10:0.016909561563747944_11:0.020381417612122064,0:0.014954094578070575_1:0.00602002464682197_2:0.010838299766725401_3:0.006989717938356795_4:0.02267190611215797_5:0.017846898222445513_6:0.01587138551996351_7:0.015097248487921605_8:0.008110019205089318_9:0.010009040961474867_10:0.016315583729062298_11:0.01611675419786186,-0.06324867320214334,no_tumour_type
P12*C4,0:10.201416666666667_1:115.3947_2:49.95095833333333_3:33.41781666666668_4:27.414949999999994_5:62.3968_6:71.91303333333333_7:44.88548333333334_8:34.5296_9:80.51107499999998_10:51.74804999999999,0:[208.04984167]_1:[47.25616667]_2:[84.565525]_3:[49.71599167]_4:[178.98728333]_5:[205.924225]_6:[109.29579167]_7:[66.6339]_8:[38.52200833]_9:[98.52375]_10:[124.588075]_11:[85.31356667],0:[0.31448813]_1:[0.15715069]_2:[0.27451149]_3:[0.15153708]_4:[0.32987134]_5:[0.37041649]_6:[0.32409239]_7:[0.31076123]_8:[0.17286281]_9:[0.26752685]_10:[0.34089138]_11:[0.26861292],0.40219445227190254,0.48780550119206906,0:0.04313727186357405_1:0.3395058191154801_2:0.12282512465017172_3:0.132852844732654_4:0.10424563595808398_5:0.24858628076849495_6:0.2616914421452435_7:0.14457478278592106_8:0.15310409069270622_9:0.1823250551985543_10:0.19091211614846854,1.0542871611610873,1.2658187463906247,0.008259026476321676,0.013871941076569694,12.457709716858659,C4,0.023658755090042997,0.028808722503528533,0.7351374212864931,0.6443780349261828,0.6359375,0:mSD_1:mPD_2:mSD_3:mSD_4:mSD_5:mSD_6:mPD_7:mSD_8:mSD_9:mSD_10:mSD,0,2,0,9,11,12,0.0,0.18181818181818182,0.0,0.8181818181818182,100.0,0:0.889805765419013_1:1.2599890359218482_2:0.8318480588042386_3:0.6381371467102674_4:0.9303172526705109_5:1.0654124215709242_6:1.1743942065124235_7:1.0793331434856797_8:0.7765231780651713_9:1.2882480093528623_10:0.9327555733750666,0:1.3921989267059784_1:0.9258682889794939_2:1.1321093505727537_3:1.0441658229426563_4:1.4274770147825362_5:1.3893288146309868_6:1.2593828581685398_7:1.095960662532484_8:0.8973131861313174_9:1.1544937779743012_10:1.2759103350425323_11:1.2643638698792916,0:0.0051857812488434575_1:0.016202955802064316_2:0.0033840857385412032_3:0.0041139980992445846_4:0.007102385267461069_5:0.011292987025859916_6:0.012996714388185903_7:0.008173474922006718_8:0.006252854909287296_9:0.011449160861694117_10:0.007056808574642235,0:0.014954094578070575_1:0.00602002464682197_2:0.010838299766725401_3:0.006989717938356795_4:0.02267190611215797_5:0.017846898222445513_6:0.01587138551996351_7:0.015097248487921605_8:0.008110019205089318_9:0.010009040961474867_10:0.016315583729062298_11:0.01611675419786186,0.19673506832204912,no_tumour_type
P12*C5,0:30.98445833333333_1:54.23766666666667_2:8.265741666666663_3:94.15435_4:29.860099999999996_5:30.77875833333333_6:18.68035833333333_7:67.88649999999998_8:34.99354166666666_9:53.06318333333333_10:31.678125_11:65.64038333333332_12:39.94605000000001,0:[149.52511667]_1:[35.532625]_2:[60.050525]_3:[35.53044167]_4:[111.1157]_5:[158.53619167]_6:[85.6551]_7:[67.288325]_8:[14.82794167]_9:[48.340625]_10:[83.80941667]_11:[75.76605],0:[0.25271854]_1:[0.12462397]_2:[0.21660912]_3:[0.11585689]_4:[0.24862296]_5:[0.31456385]_6:[0.27660632]_7:[0.3127237]_8:[0.08473439]_9:[0.16316734]_10:[0.26351939]_11:[0.24669996],0.3774077178387989,0.48780550119206906,0:0.13548807794661993_1:0.18193591892345756_2:0.04678520199312945_3:0.27444794648680393_4:0.09121946533133918_5:0.15642985182850305_6:0.05217204999796469_7:0.23307421496547054_8:0.16956090130681112_9:0.14669772439058656_10:0.16339750690095448_11:0.19083260639297067_12:0.1799070906607107,0.9653369547212513,1.2658187463906247,0.007076074047233855,0.013871941076569694,9.67563293509545,C5,0.021897252807980265,0.028808722503528533,0.5193458303149074,0.7227300893402057,0.7098958333333333,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD_6:mSD_7:mPD_8:mSD_9:mSD_10:mPD_11:mSD_12:mSD,0,2,0,11,13,12,0.0,0.15384615384615385,0.0,0.8461538461538461,87.5,0:0.0784535057256879_1:0.3236881719117476_2:0.7756228479461975_3:1.0459179153722862_4:1.0223008922228873_5:0.9669141005669663_6:0.8428994765635582_7:1.0673372173514175_8:0.9360822448271395_9:1.123399480191945_10:0.8156708687259371_11:1.2771221965508492_12:1.0694207119779011,0:1.3921989267059784_1:0.9258682889794939_2:1.1321093505727537_3:1.0441658229426563_4:1.4274770147825362_5:1.3893288146309868_6:1.2593828581685398_7:1.095960662532484_8:0.8973131861313174_9:1.1544937779743012_10:1.2759103350425323_11:1.2643638698792916,0:0.00044190252594922985_1:0.0015998229378182322_2:0.005539260304608958_3:0.00761780610584817_4:0.006442138049369386_5:0.009525074533962183_6:0.0035394754609694747_7:0.009395967423435939_8:0.009195887317683614_9:0.0079941455927451_10:0.007151934689517967_11:0.014301584209656038_12:0.01153056209083566,0:0.014954094578070575_1:0.00602002464682197_2:0.010838299766725401_3:0.006989717938356795_4:0.02267190611215797_5:0.017846898222445513_6:0.01587138551996351_7:0.015097248487921605_8:0.008110019205089318_9:0.010009040961474867_10:0.016315583729062298_11:0.01611675419786186,0.28232982698537756,no_tumour_type
P12*C6,0:0.5813416666666615_1:45.334875_2:66.43205833333334_3:69.42665_4:58.453558333333326_5:19.647766666666662_6:41.86035833333332_7:73.11966666666667_8:28.644258333333322_9:93.58863333333335_10:55.66121666666666_11:6.146125000000001_12:40.198299999999996,0:[208.04984167]_1:[47.25616667]_2:[84.565525]_3:[49.71599167]_4:[178.98728333]_5:[205.924225]_6:[109.29579167]_7:[66.6339]_8:[38.52200833]_9:[98.52375]_10:[124.588075]_11:[85.31356667],0:[0.31448813]_1:[0.15715069]_2:[0.27451149]_3:[0.15153708]_4:[0.32987134]_5:[0.37041649]_6:[0.32409239]_7:[0.31076123]_8:[0.17286281]_9:[0.26752685]_10:[0.34089138]_11:[0.26861292],0.340454216118186,0.48780550119206906,0:0.00757384448668498_1:0.16263561522536316_2:0.20109908631277423_3:0.20120786550448144_4:0.17126892167889257_5:0.0725555475211297_6:0.16947767871590372_7:0.25971564669147534_8:0.08624263677715871_9:0.1875305940652972_10:0.23492793726027783_11:0.06495416184090652_12:0.16543512899976454,0.8986972045108952,1.2658187463906247,0.005855930972319389,0.013871941076569694,35.79539329680048,C6,0.01964033584482183,0.028808722503528533,1.4653891900924239,0.4547753211495814,0.44895833333333335,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD_6:mSD_7:mSD_8:mSD_9:mSD_10:mSD_11:mSD_12:mSD,0,0,0,13,13,12,0.0,0.0,0.0,1.0,68.75,0:0.5675278950297247_1:0.6914217525145487_2:1.012161065474088_3:0.962028768176682_4:0.9170225307772704_5:0.842541447605846_6:0.856467007858491_7:1.1135539313679725_8:0.6562730678096076_9:1.033984487326357_10:0.9603029990402983_11:0.6773633777856186_12:0.9955536484459705,0:1.3921989267059784_1:0.9258682889794939_2:1.1321093505727537_3:1.0441658229426563_4:1.4274770147825362_5:1.3893288146309868_6:1.2593828581685398_7:1.095960662532484_8:0.8973131861313174_9:1.1544937779743012_10:1.2759103350425323_11:1.2643638698792916,0:0.0033597017328181058_1:0.0038974963691942493_2:0.0068278674350130365_3:0.00594621844351718_4:0.005267723190052882_5:0.004789164830684466_6:0.0073739140308351075_7:0.01058617235047882_8:0.0027270829006124766_9:0.004687665259602303_10:0.010061696867169465_11:0.0074610956666498265_12:0.008060989750439371,0:0.014954094578070575_1:0.00602002464682197_2:0.010838299766725401_3:0.006989717938356795_4:0.02267190611215797_5:0.017846898222445513_6:0.01587138551996351_7:0.015097248487921605_8:0.008110019205089318_9:0.010009040961474867_10:0.016315583729062298_11:0.01611675419786186,0.4757623562734449,no_tumour_type
P12*C7,,,,,,,,,,,,C7,,,,,,,,,,,12,12,,,,,,,,,,,no_tumour_type
P13*C1,0:8.493183333333329_1:20.236283333333333_2:21.669925_3:6.3072250000000025_4:23.626074999999993_5:23.56643333333333,0:[29.31229167]_1:[20.27974167]_2:[21.17360833]_3:[34.05825833]_4:[13.47900833]_5:[18.00365833],0:[0.15669028]_1:[0.12487342]_2:[0.11546869]_3:[0.1602211]_4:[0.08849985]_5:[0.08873542],0.6172723086496066,0.31362361730782945,0:0.05600124410545342_1:0.12932781278149574_2:0.11409632582023761_3:0.042626782331412746_4:0.10126429512594813_5:0.12512099036593524,1.4157389086660177,1.4107159934737705,0.04298548055295201,0.04219113791631768,1.021834982749624,C1,0.053509488720989984,0.017641811320033934,0.5172547554634616,0.7235542884076345,0.7109375,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,6,6,6,0.0,0.0,0.0,1.0,72.72727272727273,0:1.3675632197398586_1:1.4321703917109254_2:1.42995873375_3:1.286514769992781_4:1.4398167251185088_5:1.4508639209430978,0:1.220317668178239_1:1.25507033146852_2:0.9642588186933394_3:1.3081737971426728_4:1.0341039096292508_5:1.0456965576884,0:0.03622934812990265_1:0.056389892487400776_2:0.04447412795319729_3:0.02522627060518862_4:0.040943268454697784_5:0.05448776000046866,0:0.019239517226198363_1:0.023236108451800585_2:0.009668780286622908_3:0.02339879528390199_4:0.012669081055404234_5:0.010418087335010661,0.34331994353686535,no_tumour_type
P14*C1,0:16.94327166666667_1:74.89844166666666_2:82.68180833333332_3:47.260108333333335_4:32.85486916666667_5:182.93559166666665,0:[44.12353]_1:[102.07583333]_2:[88.76251667]_3:[145.35565]_4:[67.23086667]_5:[156.43915],0:[0.34781484]_1:[0.39415132]_2:[0.35086134]_3:[0.2672822]_4:[0.333601]_5:[0.42213747],0.44923850856232356,0.6492199729517424,0:0.09380395411558945_1:0.37883946415981884_2:0.283637042967291_3:0.22063162954516266_4:0.2596620794790025_5:0.3519225507570431,1.4112147451035981,1.4710830921684228,0.041289908888689206,0.06601630070028099,4.7709610848681905,C1,0.03607934472596307,0.054055405125424394,0.6398219982641535,0.677325588185345,0.6661458333333333,0:mSD_1:mPD_2:mPD_3:mSD_4:mSD_5:mSD,0,2,0,4,6,6,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.2853476919353835_1:1.4539344386284727_2:1.4123387666141614_3:0.721155856989378_4:1.2731527547600825_5:1.504032669502659,0:1.3697095251214175_1:1.459633520298845_2:1.4576305624729409_3:1.5135565410622944_4:1.442801252572381_5:1.4882595586425893,0:0.026846253759075938_1:0.08185006313017133_2:0.035022182000645205_3:0.006080353102619231_4:0.039815059269327074_5:0.05604535565211245,0:0.07228127847750303_1:0.07260675726807773_2:0.06818673838665455_3:0.054667060127374746_4:0.07440356284947348_5:0.07347544123704486,0.1835240310667452,no_tumour_type
P14*C2,0:77.59772500000001_1:101.03168083333334_2:115.919375_3:254.3467166666667_4:126.15466666666667_5:202.827675,0:[105.61708]_1:[172.39360833]_2:[145.3418]_3:[289.38963333]_4:[183.70280833]_5:[250.397625],0:[0.53378104]_1:[0.50977792]_2:[0.45597652]_3:[0.40456837]_4:[0.56906337]_5:[0.52856841],0.5878499217755566,0.6492199729517424,0:0.3171767064805615_1:0.4710015523040014_2:0.37708945492284107_3:0.48741331210914274_4:0.4985598378265138_5:0.36546911607498994,1.4422132782502246,1.4710830921684228,0.051097874933247016,0.06601630070028099,1.391499613542038,C2,0.046511098345423156,0.054055405125424394,0.9316789373832048,0.583932855806367,0.5776041666666667,0:mSD_1:mSD_2:mSD_3:mSD_4:mPD_5:mSD,0,1,0,5,6,6,0.0,0.16666666666666666,0.0,0.8333333333333334,100.0,0:1.356966652722227_1:1.3744980073738988_2:1.430493023588814_3:1.482768214330926_4:1.4104985083098351_5:1.4888453599419842,0:1.3697095251214175_1:1.459633520298845_2:1.4576305624729409_3:1.5135565410622944_4:1.442801252572381_5:1.4882595586425893,0:0.03574708523472884_1:0.05991822535522632_2:0.05070074709865233_3:0.05820544524566401_4:0.061431407237564156_5:0.04675017265338121,0:0.07228127847750303_1:0.07260675726807773_2:0.06818673838665455_3:0.054667060127374746_4:0.07440356284947348_5:0.07347544123704486,0.07014884296318402,no_tumour_type
P14*C3,0:123.47662166666666_1:81.95488333333334_2:109.24306666666666_3:83.55085833333335_4:155.3563_5:65.57352333333333,0:[44.88123]_1:[114.46363333]_2:[182.30525]_3:[226.61888333]_4:[94.00933333]_5:[185.05965],0:[0.35118727]_1:[0.41856297]_2:[0.51254171]_3:[0.35239227]_4:[0.40861057]_5:[0.45916185],0.5767243661249302,0.6492199729517424,0:0.5069752706893624_1:0.27412265644193734_2:0.2844728169190347_3:0.27980228216688946_4:0.4846308365589559_5:0.3513249996609152,1.4108148223208197,1.4710830921684228,0.04193336261143072,0.06601630070028099,1.10197205619005,C3,0.04779900879130994,0.054055405125424394,0.8250671485756689,0.615565554961836,0.6036458333333333,0:mPD_1:mSD_2:mSD_3:mSD_4:mPD_5:mSD,0,2,0,4,6,6,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.4434190569974845_1:1.2362577677371263_2:1.4031850199715143_3:1.422259456372092_4:1.4585347485624363_5:1.3747577796471702,0:1.3697095251214175_1:1.459633520298845_2:1.4576305624729409_3:1.5135565410622944_4:1.442801252572381_5:1.4882595586425893,0:0.08234273906121682_1:0.014753890518329392_2:0.0291707657311303_3:0.039545379348592556_4:0.06564945020623882_5:0.05573279826014876,0:0.07228127847750303_1:0.07260675726807773_2:0.06818673838665455_3:0.054667060127374746_4:0.07440356284947348_5:0.07347544123704486,0.22579007275950225,no_tumour_type
P15*C1,0:88.64703333333333_1:123.66968333333332_2:169.05321666666666_3:156.19369999999998_4:73.89543666666667_5:85.30269999999999,0:[217.60343333]_1:[164.80915]_2:[99.96545]_3:[181.4662]_4:[128.27053333]_5:[234.27878333],0:[0.45771853]_1:[0.49424739]_2:[0.36922764]_3:[0.40995359]_4:[0.36596978]_5:[0.53680032],0.7866378343365359,0.7616494191696747,0:0.3426548801763702_1:0.39637822600719497_2:0.39579813046359_3:0.3981755160362356_4:0.37686036462686756_5:0.2973697529859099,1.4562710455117314,1.4388136168338324,0.05507039958890035,0.0466088542324731,83.9460283231765,C1,0.06882236552651931,0.07390561514134408,0.9822291893567698,0.5697750737516172,0.5635416666666667,0:mPD_1:mPD_2:mPD_3:mPD_4:mPD_5:mPD,0,6,0,0,6,6,0.0,1.0,0.0,0.0,100.0,0:1.4414789492677995_1:1.4644438971046716_2:1.4923382846771989_3:1.4632807704418302_4:1.3870727405101895_5:1.4422721853753488,0:1.4904390139651196_1:1.4691865508568647_2:1.4201359335362858_3:1.4901020026588712_4:1.4545051070472652_5:1.4968102268874426,0:0.057515515698765514_1:0.06317571839611537_2:0.06188648904172327_3:0.047856689026830455_4:0.0560773671466141_5:0.04548561605841805,0:0.06322264666769087_1:0.07464077835386984_2:0.05061758812143616_3:0.06171386508305191_4:0.05345313154030566_5:0.08878631153632692,0.21341324827960362,no_tumour_type
P16*C1,0:421.6942_1:258.29425000000003_2:303.5701333333333_3:162.19913333333332_4:198.94254999999998_5:162.76569999999998,0:[240.37914167]_1:[302.78851667]_2:[464.32331667]_3:[509.42729167]_4:[306.11550833],0:[0.38500099]_1:[0.45294716]_2:[0.53380301]_3:[0.53697008]_4:[0.44536937],0.662773678800027,0.7600961950204795,0:0.49746218271902437_1:0.4094073975405384_2:0.38582979867174505_3:0.44024772917196225_4:0.3253140377837894_5:0.24033544771601012,1.4626720618920244,1.4971691489874164,0.029837507613133984,0.04643258756136523,10.7572508763284,C1,0.0406915253955258,0.04620086458813877,1.0178245541403437,0.5600974838557397,0.5536458333333333,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,6,6,5,0.0,0.0,0.0,1.0,100.0,0:1.5051442240492436_1:1.464089403743432_2:1.4791413280640686_3:1.38506980749025_4:1.416614441840066_5:1.4478561720613718,0:1.445293727086869_1:1.487740404716719_2:1.5002572557352571_3:1.523814446718451_4:1.4904950556776688,0:0.04894563440926083_1:0.033984722277624196_2:0.02863399299781445_3:0.03551998712943147_4:0.017959681752637933_5:0.02134895564095315,0:0.027232073314764828_1:0.041322055523166305_2:0.051217879098329956_3:0.06615941216078991_4:0.04431459071237507,0.18112825013729894,no_tumour_type
P17*C1,0:199.0369333333333_1:180.44980000000004_2:166.11211666666668_3:136.1481333333333_4:113.23878333333334_5:128.04270000000002,0:[326.92944167]_1:[204.67225833]_2:[146.82555]_3:[245.40789167]_4:[189.26894167]_5:[202.44466667],0:[0.56252499]_1:[0.48269623]_2:[0.40708952]_3:[0.52462499]_4:[0.39523916]_5:[0.47246966],0.6432230526136983,0.7225538057051897,0:0.4872140063842738_1:0.4617309470292824_2:0.38228300590948655_3:0.32656893619584915_4:0.31953939171567236_5:0.4161187645573278,1.4553214532293375,1.4869519913834668,0.04863150298491836,0.06738921135340828,4.489166375451774,C1,0.05249572367125888,0.058635650214557786,0.7132116934873991,0.6517291456422579,0.6416666666666667,0:mPD_1:mPD_2:mPD_3:mPD_4:mPD_5:mSD,0,5,0,1,6,6,0.0,0.8333333333333334,0.0,0.16666666666666666,100.0,0:1.4814997070361373_1:1.4703546398522176_2:1.4529554050489564_3:1.4307249305994645_4:1.437984064648698_5:1.4401823369843743,0:1.5129657445847817_1:1.4658139336556415_2:1.4709581529968419_3:1.499044413157635_4:1.4686711573585944_5:1.4799449780078044,0:0.06788439787958199_1:0.059653683710495335_2:0.04500474909719191_3:0.03253886393576949_4:0.04145622905462319_5:0.05190754453332907,0:0.08279351820939598_1:0.06115924276113128_2:0.06444501592205192_3:0.08162864522979672_4:0.048228044647610505_5:0.06533685051208102,0.15689480382532262,no_tumour_type
P17*C2,0:76.916875_1:200.59788333333333_2:179.68919166666666_3:101.33255833333335_4:82.63740000000001_5:79.63915000000001,0:[326.92944167]_1:[204.67225833]_2:[146.82555]_3:[245.40789167]_4:[189.26894167]_5:[202.44466667],0:[0.56252499]_1:[0.48269623]_2:[0.40708952]_3:[0.52462499]_4:[0.39523916]_5:[0.47246966],0.5813434947155252,0.7225538057051897,0:0.28563765235555505_1:0.44809228546091256_2:0.4467186286583237_3:0.31767436868905224_4:0.2921359105958548_5:0.22828058288049724,1.4290339008435604,1.4869519913834668,0.03938422952452197,0.06738921135340828,19.784079654993775,C2,0.04643163487226438,0.058635650214557786,2.1848016716999368,0.332195461251915,0.3265625,0:mPD_1:mSD_2:mPD_3:mPD_4:mPD_5:mSD,0,4,0,2,6,6,0.0,0.6666666666666666,0.0,0.3333333333333333,83.33333333333334,0:1.3812870302002298_1:1.4744629415287183_2:1.460364897449905_3:1.4175709514704937_4:1.3968990309130058_5:1.3840445896714395,0:1.5129657445847817_1:1.4658139336556415_2:1.4709581529968419_3:1.499044413157635_4:1.4686711573585944_5:1.4799449780078044,0:0.03479793725901706_1:0.049570399761886645_2:0.05052398825283116_3:0.03973875433758388_4:0.033929830567058124_5:0.02650499395150165,0:0.08279351820939598_1:0.06115924276113128_2:0.06444501592205192_3:0.08162864522979672_4:0.048228044647610505_5:0.06533685051208102,0.2607988483270317,no_tumour_type
P18*C1,0:70.12445_1:52.08576666666668_2:93.68143333333335_3:72.35383333333333_4:83.21345833333332_5:75.12920833333334,0:[53.31214167]_1:[96.72675]_2:[90.6823]_3:[78.64644167]_4:[106.780075]_5:[135.77855],0:[0.31614672]_1:[0.28300786]_2:[0.28684413]_3:[0.23444772]_4:[0.39336442]_5:[0.39253833],0.4433095165407084,0.5033136824607258,0:0.22605159996606367_1:0.20539660621888423_2:0.31493423439553214_3:0.34933816476774515_4:0.3832071352667772_5:0.249645954851445,1.318326299510837,1.3612359439967736,0.02436279817646898,0.029731161302348163,0.04828581752101968,C1,0.03684913343665784,0.04221660688297876,0.2589908267348236,0.8312072360891272,0.8213541666666667,0:mSD_1:mSD_2:mPD_3:mSD_4:mPD_5:mPD,0,3,0,3,6,6,0.0,0.5,0.0,0.5,100.0,0:1.361213183631259_1:1.2186174394855553_2:1.3771050307767907_3:1.266233328046053_4:1.3177664254380794_5:1.3060772010783064,0:1.2418401114567297_1:1.3759438756233866_2:1.3623105510743976_3:1.3312737517119078_4:1.3919827231488928_5:1.4017837135927136,0:0.023704785357228485_1:0.01563988335188357_2:0.030293354997369695_3:0.029214277670041033_4:0.03594857936924012_5:0.01866941677830523,0:0.03182418970431945_1:0.02637121973164383_2:0.027035148134057378_3:0.019861423389005088_4:0.04364485463363043_5:0.03734488201559714,0.11171249931173444,no_tumour_type
P19*C1,0:131.77775000000003_1:102.04680000000002_2:125.353475_3:188.67312500000003_4:52.612366666666674_5:17.976624999999995,0:[110.051075]_1:[107.00265833]_2:[175.23695833]_3:[112.06305833]_4:[107.865225]_5:[283.46443333],0:[0.36104607]_1:[0.29479289]_2:[0.34475815]_3:[0.24511136]_4:[0.27563325]_5:[0.49298745],0.6555043751984706,0.6880269358988731,0:0.3819580035203209_1:0.23862073397552874_2:0.28338506541195885_3:0.37545707647742066_4:0.21222196451960768_5:0.07182408827115012,1.43472750159461,1.4835666934593852,0.031380139218904333,0.048257575136364,-4.505409378907643e-09,C1,0.05148346096359202,0.06853435899826107,1.1719792326398535,0.5206465365414635,0.5182291666666666,0:mPD_1:mPD_2:mPD_3:mPD_4:mSD_5:mSD,0,4,0,2,6,6,0.0,0.6666666666666666,0.0,0.3333333333333333,100.0,0:1.4680810697205011_1:1.4714652517239737_2:1.465243464067065_3:1.4627672936545135_4:1.2606086392331117_5:1.1619402221057686,0:1.4045439068855432_1:1.3960683908830207_2:1.4671253971535412_3:1.4339989563601796_4:1.419168317847988_5:1.4868004111681694,0:0.0561543468802454_1:0.03445006898965047_2:0.03394467932289668_3:0.036379351202224464_4:0.017623277232115656_5:0.010302788084632353,0:0.036084825728760615_1:0.027097827583227936_2:0.03601427532332164_3:0.025564354470452917_4:0.02673540653541947_5:0.04729178100322151,0.18725595132703265,no_tumour_type
