Seq.,PDX,TGI,log(kl),KI-histogram,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,direction,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tumour_type
94,NA,0.89885883,0.083679753,18.11858839,1:128.011666667_2:44.4466666667_3:-15.47,1:[ 217.64083333]_2:[ 226.02]_3:[ 124.56583333]_4:[ 213.53583333],1:[ 0.44897953]_2:[ 0.38058544]_3:[ 0.36177914]_4:[ 0.42983746],0.023402309,0.403912485,1:0.429922901242_2:0.194685493343_3:-0.175012603665,1.480497646,1.546421242,0.083100194,0.197413723,7.037382867,0.283873842,NA,0.004516653,0.065660499,1.212494432,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,4,0,0.666666667,0,0.333333333,100,1:1.53060214612_2:1.46499069953_3:-0.854662157844,1:1.54898636584_2:1.55076708727_3:1.53397418913_4:1.5465059815,1:0.206295847653_2:0.0620025656479_3:-0.00902641067392,1:0.240434968023_2:0.184428436087_3:0.163562726904_4:0.201781102178,
102,NA,0.891008174,0.1714802,3.72228088,1:55.6666666667_2:-4.33333333333_3:20.3333333333_4:-26.5,1:[ 17.]_2:[ 123.75]_3:[ 233.5]_4:[ 87.83333333],1:[ 0.11939826]_2:[ 0.37565115]_3:[ 0.53497776]_4:[ 0.44553497],-4.67E-08,0.361446444,1:0.276353666343_2:-0.0470639626088_3:0.154523858855_4:-0.289617172805,0.922532631,1.491333894,0.011024082,0.10195132,20.94552359,0.655490711,NA,-4.67E-09,0.035814058,1.484158215,1,1,1:mSD_2:mSD_3:mPD_4:mPR,0,1,1,2,4,4,0,0.25,0.25,0.5,100,1:1.39297439421_2:0.381582378275_3:1.11802006766_4:-1.22088547597,1:1.14672024629_2:1.49103312081_3:1.53226468961_4:1.46664756994,1:0.0452066100183_2:0.00340039959968_3:0.0216341727733_4:-0.0191603860622,1:0.0194272432113_2:0.0770723988622_3:0.184495437287_4:0.12522174374,
157,NA,0.878228947,0.684327977,8.681262911,1:22.815_2:20.8133333333_3:15.2408333333,1:[ 77.86583333]_2:[ 52.94]_3:[ 113.7625],1:[ 0.3305742]_2:[ 0.3101193]_3:[ 0.42917103],0.132545621,0.437620446,1:0.133293576098_2:0.152765624828_3:0.118671270104,1.360172039,1.519725945,0.040157422,0.168789956,25.0629198,0.283880974,NA,0.020688863,0.071682033,4.834237431,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,3,0,0,0,1,33.33333333,1:1.41872308104_2:1.35828520652_3:1.23579245701,1:1.52095104431_2:1.49394050424_3:1.53184514246,1:0.0467502321642_2:0.0447228131966_3:0.0270391450094,1:0.153304377998_2:0.130934527025_3:0.217575445579,
151,NA,0.865161188,0.617764458,6.696167473,1:30.1975_2:45.565_3:10.9825,1:[ 99.01916667]_2:[ 218.55666667]_3:[ 91.48166667],1:[ 0.38245443]_2:[ 0.50199368]_3:[ 0.3223867],0.076606222,0.441149855,1:0.166517142197_2:0.196061017225_3:0.0649180767089,1.423863626,1.530490724,0.046909439,0.173070723,14.21574169,0.317024538,NA,0.012482685,0.072536718,4.147290506,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,50,1:1.39992585402_2:1.48284089628_3:1.26201836817,1:1.51943024983_2:1.54600467773_3:1.50246668559,1:0.0439189474187_2:0.07164515811_3:0.0220862257295,1:0.162530771443_2:0.264730940667_3:0.0921326921679,
83,NA,0.857985851,0.002725352,3.401490258,1:41.1066666667_2:10.2291666667_3:69.1475,1:[ 140.52416667]_2:[ 197.72083333]_3:[ 156.21916667],1:[ 0.4461882]_2:[ 0.60400151]_3:[ 0.46435969],0.158974368,0.517311316,1:0.273718116873_2:0.0641834292502_3:0.328809522706,1.441356991,1.538102073,0.060925237,0.226932161,9.529626845,0.36886064,NA,0.026239258,0.085055911,1.006295086,1,1,1:mPD_2:mSD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,83.33333333,1:1.43660183381_2:0.890756198741_3:1.50148095043,1:1.53061102376_2:1.54457434401_3:1.53600116068,1:0.0747852651068_2:0.0079150188553_3:0.116817031894,1:0.168313284387_2:0.360011721954_3:0.189747420261,
134,NA,0.857761979,0.458690161,13.61992572,1:8.88416666667_2:29.8416666667_3:3.9725,1:[ 64.9325]_2:[ 70.90083333]_3:[ 53.72],1:[ 0.20775461]_2:[ 0.23150277]_3:[ 0.22179846],0.074669965,0.269611604,1:0.0395126688752_2:0.134315480253_3:0.022206109368,1.266400204,1.493905684,0.017341049,0.068877549,23.26359084,0.204108559,NA,0.012415725,0.042771079,2.875346324,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,3,0,0,0,1,16.66666667,1:1.2063699581_2:1.40645308257_3:0.731634946554,1:1.49875865031_2:1.49528160289_3:1.48671111784,1:0.0124629774662_2:0.0351455556621_3:0.00531937742654,1:0.0666942262583_2:0.0670806060417_3:0.0739081709426,
178,NA,0.85341354,0.929034714,26.97368109,1:11.665_2:82.2841666667_3:11.7341666667_4:127.420833333_5:67.2266666667,1:[ 323.06416667]_2:[ 589.98]_3:[ 194.61833333]_4:[ 347.3725]_5:[ 189.33583333],1:[ 0.68788646]_2:[ 0.86070274]_3:[ 0.6399595]_4:[ 0.62815031]_5:[ 0.48452933],0.19160214,0.606172737,1:0.129624014326_2:0.569793158297_3:0.113444424105_4:0.456183259022_5:0.506104695621,1.051442964,1.534267524,0.016038885,0.247124973,163.3431905,2.039363512,NA,0.007002365,0.033522151,8.492483547,1,1,1:mPR_2:mPR_3:mPR_4:mPR_5:mPR,0,0,5,0,5,5,0,0,1,0,27.77777778,1:-0.225274245025_2:1.14068692429_3:0.176288285042_4:1.38412675818_5:0.923304570329,1:1.53296434585_2:1.53226964471_3:1.49040557984_4:1.53611065834_5:1.54766458806,1:-0.00200370457904_2:0.0177693683201_3:0.00209622520736_4:0.0438311816757_5:0.0128985804307,1:0.237359341219_2:0.247527485659_3:0.140995685493_4:0.225111917036_5:0.353459362484,
16,NA,0.851716118,-0.84273504,1.073714757,1:24.2083333333_2:20.7641666667_3:94.8316666667,1:[ 96.72583333]_2:[ 86.2925]_3:[ 108.94666667],1:[ 0.19325356]_2:[ 0.24596989]_3:[ 0.24103391],0.233865314,0.225972308,1:0.163966158246_2:0.107860002164_3:0.352612793016,1.421311283,1.524077471,0.051655901,0.076653201,0.939741112,0.127505827,NA,0.038566662,0.037254856,0.143636548,1,1,1:mPD_2:mSD_3:mSD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,100,1:1.30415885009_2:0.788318979877_3:1.5053258191,1:1.50843774116_2:1.51200494762_3:1.53871695643,1:0.0368932959221_2:0.00694115387463_3:0.107624064197,1:0.04571752245_2:0.0786903031348_3:0.114931679479,
156,NA,0.842255717,0.682766304,50.4159996,1:78.3333333333_2:20.1666666667_3:9.08333333333_4:150.583333333_5:50.5833333333,1:[ 354.75]_2:[ 425.16666667]_3:[ 280.83333333]_4:[ 489.75]_5:[ 419.75],1:[ 0.72359944]_2:[ 0.69079537]_3:[ 0.7278005]_4:[ 0.67721114]_5:[ 0.69397055],0.236318864,0.731992037,1:0.365791225023_2:0.0952166110109_3:0.0730188528615_4:0.470794903119_5:0.234468932698,1.45738683,1.551471246,0.069568251,0.391882381,62.80433748,0.894666871,NA,0.02933489,0.091076401,4.816885294,1,1,1:mSD_2:mPD_3:mSD_4:mPD_5:mPD,0,3,0,2,5,5,0,0.6,0,0.4,12.5,1:1.46778100218_2:1.27096897117_3:1.152687385_4:1.52282379377_5:1.44506064166,1:1.55043865893_2:1.55345073146_3:1.54190944208_4:1.55564450246_5:1.55131953488,1:0.0945498953288_2:0.0184819303065_3:0.0214319533901_4:0.183874925836_5:0.0581053684373,1:0.444950392102_2:0.406260172311_3:0.37860398893_4:0.384696496632_5:0.353789173141,
121,NA,0.833570992,0.357505755,5.859560729,1:45.7058333333_2:79.1975_3:50.2791666667,1:[ 216.64416667]_2:[ 256.075]_3:[ 109.88],1:[ 0.56330194]_2:[ 0.58060793]_3:[ 0.4664705],0.222978271,0.534986285,1:0.216545082541_2:0.338549391964_3:0.290080025546,1.47149703,1.540811223,0.079001126,0.256919516,16.87506712,0.326423682,NA,0.03640593,0.088077928,2.277748427,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,33.33333333,1:1.39816558341_2:1.50478169547_3:1.46311952415,1:1.54290986825_2:1.5489122797_3:1.51673999581,1:0.0385877208262_2:0.121521188299_3:0.0854815432076,1:0.258597222242_2:0.306872300834_3:0.180997534127,
124,NA,0.824481646,0.388965517,8.782340826,1:3.40416666667_2:32.9458333333_3:-6.22_4:10.7433333333_5:91.3058333333,1:[ 84.7925]_2:[ 246.9875]_3:[ 235.25333333]_4:[ 148.86666667]_5:[ 165.53583333],1:[ 0.42320659]_2:[ 0.61984305]_3:[ 0.72153138]_4:[ 0.49241841]_5:[ 0.46819089],0.183725495,0.50425712,1:0.0623192142147_2:0.0297945466364_3:-0.0460667084986_4:0.0676908516961_5:0.560118675244,0.78797432,1.470739228,0.008885601,0.088155298,79.49500002,1.025732424,NA,0.01076585,0.029550644,2.448868796,1,1,1:mSD_2:mPR_3:mPR_4:mSD_5:mSD,0,0,2,3,5,5,0,0,0.4,0.6,100,1:0.0066531333756_2:1.05232348456_3:-0.543918274639_4:0.429077807284_5:1.28583158387,1:1.35848631859_2:1.49821915788_3:1.4983289481_4:1.44187913568_5:1.4703514141,1:6.24130537887e-05_2:0.0144367102551_3:-0.00407249171213_4:0.00439061799111_5:0.0401868277308,1:0.0511596239622_2:0.106630879601_3:0.156148670639_4:0.0653896416217_5:0.0712108137099,
171,NA,0.814928408,0.811226189,12.23585013,1:121.4725_2:70.4725_3:94.4233333333,1:[ 443.11666667]_2:[ 396.4975]_3:[ 227.79916667],1:[ 0.68891204]_2:[ 0.6317514]_3:[ 0.47981374],0.198259519,0.544751561,1:0.380726566914_2:0.246362284962_3:0.275666723756,1.528082706,1.559033362,0.119311217,0.406008552,22.60687408,0.445102196,NA,0.038442053,0.104686888,6.474797485,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,20,1:1.5374450625_2:1.51459251326_3:1.52627457038,1:1.55940342021_2:1.56087727869_3:1.55574698027,1:0.174125346803_2:0.0915588131586_3:0.100969336512,1:0.456616278694_2:0.457893264454_3:0.306429831714,
108,NA,0.813573181,0.209092089,3.466864517,1:44.0833333333_2:-9.41666666667_3:7.5_4:12.5833333333,1:[ 70.5]_2:[ 45.16666667]_3:[ 29.08333333]_4:[ 147.58333333],1:[ 0.21148559]_2:[ 0.20608632]_3:[ 0.09769801]_4:[ 0.38561357],0.086147722,0.214772867,1:0.207281845989_2:-0.0452133012313_3:0.0275087823301_4:0.0644245972216,1.224957292,1.485911896,0.01424966,0.058915003,16.93482492,0.346956317,NA,0.010722825,0.026550849,1.618423175,1,1,1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,4,4,4,0,0,0,1,50,1:1.41724837264_2:0.421053024412_3:1.03420485078_4:1.19177670056,1:1.49883367863_2:1.43579094663_3:1.43858812363_4:1.51607389124,1:0.0461198448801_2:0.00201727729481_3:0.00672478270759_4:0.0150337125969,1:0.0635478148121_2:0.0483967554521_3:0.0295964983189_4:0.105135738378,
142,NA,0.798211746,0.519844808,13.45180711,1:59.0833333333_2:208.166666667_3:24.25_4:29.6666666667_5:29.0833333333_6:15.9166666667_7:17.25_8:88.9166666667,1:[ 204.08333333]_2:[ 229.08333333]_3:[ 242.25]_4:[ 273.66666667]_5:[ 159.33333333]_6:[ 283.91666667]_7:[ 341.33333333]_8:[ 270.41666667],1:[ 0.51321499]_2:[ 0.46565594]_3:[ 0.57330212]_4:[ 0.48635104]_5:[ 0.51639262]_6:[ 0.59232656]_7:[ 0.67256324]_8:[ 0.50685433],0.178864697,0.58850255,1:0.270634183864_2:0.51877435417_3:0.132236757026_4:0.139230971356_5:0.111558514123_6:0.104104235819_7:0.0684338669944_8:0.269988823505,1.485379809,1.550868464,0.068191482,0.288600844,58.54387123,0.607561217,NA,0.029218057,0.102967791,3.310128155,1,1,1:mPD_2:mPD_3:mSD_4:mSD_5:mSD_6:mSD_7:mSD_8:mPD,0,3,0,5,8,8,0,0.375,0,0.625,16.66666667,1:1.48927705231_2:1.54333724603_3:1.40174361206_4:1.37918901542_5:1.45361196977_6:1.30411783844_7:1.36721920041_8:1.5112343387,1:1.55265818195_2:1.5496052711_3:1.55279073096_4:1.55161725145_5:1.53856956973_6:1.55216472909_7:1.55120835295_8:1.55284142575,1:0.0878299500135_2:0.227874423235_3:0.0401076314371_4:0.0312321533516_5:0.0410130514388_6:0.0295117245514_7:0.0213363913685_8:0.082420606709,1:0.354358571394_2:0.227290888516_3:0.390252645758_4:0.229658998072_5:0.247038795709_6:0.305781737732_7:0.332124202309_8:0.271566701433,
68,NA,0.796020675,-0.180989021,1.432578956,1:72.7225_2:-31.8316666667_3:92.4783333333,1:[ 406.86166667]_2:[ 0.73083333]_3:[ 339.26166667],1:[ 0.39641852]_2:[ 0.00452132]_3:[ 0.44256045],0.107290557,0.265668745,1:0.188613616345_2:-0.129618667815_3:0.162605471826,1.525437897,1.559498994,0.0662462,0.263304182,0.755004944,0.261386723,NA,0.026361833,0.063740451,0.65919056,1,1,1:mPD_2:mSD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,100,1:1.53125551978_2:1.33343769919_3:1.54354303387,1:1.56426082448_2:0.87569899999_3:1.56181432275,1:0.0903749729868_2:0.0153659633475_3:0.0816411797252,1:0.301499258279_2:0.00756053874959_3:0.321339856902,
169,NA,0.795978617,0.771724618,14.37203162,1:9.62916666667_2:40.3633333333_3:2.71666666667,1:[ 94.5225]_2:[ 46.16666667]_3:[ 29.91333333]_4:[ 52.85416667]_5:[ 47.74083333]_6:[ 51.73416667]_7:[ 140.62]_8:[ 63.69166667],1:[ 0.2832052]_2:[ 0.23954857]_3:[ 0.18112854]_4:[ 0.29327403]_5:[ 0.22575938]_6:[ 0.2628708]_7:[ 0.35913321]_8:[ 0.29698305],0.060951887,0.318680316,1:0.0610763836009_2:0.193124791087_3:0.024400683273,1.221477543,1.509637119,0.019598495,0.11954114,32.52190355,0.399690166,NA,0.017257537,0.063217847,5.911866498,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,8,0,0,0,1,20,1:1.05431435149_2:1.37819699812_3:0.932292994081,1:1.53121376961_2:1.47374878513_3:1.43736911033_4:1.49841869224_5:1.48705314059_6:1.49744677812_7:1.53889742201_8:1.51210103764,1:0.0118771735925_2:0.0309623597326_3:0.0126655753332,1:0.130796048844_2:0.083867452348_3:0.0646490434681_4:0.135625000885_5:0.087798986693_6:0.117597872129_7:0.162059544541_8:0.146711534249,
147,NA,0.78604076,0.583024831,14.5204697,1:21.9566666667_2:65.1191666667_3:73.5916666667,1:[ 171.07166667]_2:[ 171.11666667]_3:[ 184.4275],1:[ 0.47193713]_2:[ 0.40844179]_3:[ 0.43770534],0.130179101,0.45313941,1:0.115639339886_2:0.259344819802_3:0.251060494461,1.47545178,1.540656941,0.061267122,0.184531056,21.42269999,0.30100949,NA,0.021002568,0.073339839,3.828466324,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,16.66666667,1:1.37234641618_2:1.48868862259_3:1.50071100711,1:1.54137584612_2:1.53880015413_3:1.5416366372,1:0.032204012944_2:0.0743810954817_3:0.0733186529142,1:0.219058143667_2:0.160816566268_3:0.180493318281,
125,NA,0.784608815,0.413095988,8.189640695,1:2.41583333333_2:21.445_3:49.6,1:[ 86.10333333]_2:[ 26.545]_3:[ 101.86083333],1:[ 0.36772053]_2:[ 0.29088385]_3:[ 0.33967822],0.131690516,0.355352226,1:0.0294840423633_2:0.17886785047_3:0.192130297732,1.353037599,1.501003821,0.041213503,0.137232511,15.41779711,0.365161654,NA,0.02184373,0.058587864,2.588785025,1,1,1:mSD_2:mPD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,16.66666667,1:-0.0260359636925_2:1.3213779483_3:1.4676278101,1:1.51169197009_2:1.38541244354_3:1.52248493814,1:-0.000349320553195_2:0.0484054128103_3:0.0557071161168,1:0.150009546326_2:0.102342942968_3:0.139763962652,
146,NA,0.78326264,0.577084551,15.99112438,1:17.77_2:-3.22666666667_3:31.7983333333,1:[ 99.02333333]_2:[ 67.91916667]_3:[ 76.29833333],1:[ 0.32763905]_2:[ 0.25389917]_3:[ 0.33500812],0.078240312,0.364106636,1:0.123772342896_2:-0.0182773542774_3:0.165691679756,1.289680069,1.511569248,0.023516454,0.114698982,18.55705453,0.40124015,NA,0.012988446,0.059350808,3.776457059,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,3,0,0,0,1,16.66666667,1:1.28875622375_2:-0.678856117645_3:1.44238828964,1:1.52340585497_2:1.49811314728_3:1.50748427553,1:0.0291221715159_2:-0.00439966195202_3:0.0553190539065,1:0.130835238348_2:0.0855325058515_3:0.132068853669,
143,NA,0.781779661,0.532171024,9.955491978,1:26.1666666667_2:51.3333333333_3:46.4166666667_4:2.33333333333,1:[ 202.33333333]_2:[ 69.16666667]_3:[ 114.25]_4:[ 96.5],1:[ 0.62190263]_2:[ 0.36050037]_3:[ 0.46117012]_4:[ 0.42812228],0.180066107,0.537528376,1:0.195269727115_2:0.275376119761_3:0.292285592338_4:0.0223724362454,1.126828601,1.481084905,0.020864911,0.110168366,44.49215997,0.603705097,NA,0.01728548,0.048454795,3.405422678,1,1,1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,4,4,4,0,0,0,1,27.27272727,1:0.695159165219_2:1.38207492122_3:1.16568301883_4:0.00806699655586,1:1.51366835172_2:1.4293685847_3:1.48032363061_4:1.45935052285,1:0.00868776846553_2:0.047997593535_3:0.0235502562386_4:8.14865811416e-05,1:0.185846628286_2:0.0722815147692_3:0.100784745318_4:0.0865385850323,
165,NA,0.77543369,0.727417179,9.792472334,1:80.2116666667_2:189.583333333_3:145.515833333,1:[ 537.77]_2:[ 291.7525]_3:[ 221.32833333],1:[ 0.82622242]_2:[ 0.71938782]_3:[ 0.63941126],0.539044917,0.782492215,1:0.372559667692_2:0.615931973349_3:0.518194051204,1.518505864,1.554688422,0.181713215,0.538082961,18.18952374,0.471175942,NA,0.088973332,0.129053436,5.338474582,1,1,1:mPD_2:mSD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,16.66666667,1:1.48123788126_2:1.53023612813_3:1.52440938108,1:1.56038486086_2:1.55026356193_3:1.54669738495,1:0.102137808282_2:0.240189821413_3:0.206762065685,1:0.688610800979_2:0.44468957385_3:0.419048938755,
163,NA,0.768954434,0.721139408,16.72684099,1:127.416666667_2:39.9166666667_3:47.0_4:15.8333333333_5:54.5,1:[ 354.58333333]_2:[ 289.]_3:[ 169.25]_4:[ 126.25]_5:[ 278.66666667],1:[ 0.4964412]_2:[ 0.47069169]_3:[ 0.4209745]_4:[ 0.47372799]_5:[ 0.47152236],0.195536012,0.504915627,1:0.31105521306_2:0.190120557436_3:0.160690219061_4:0.0683910837777_5:0.149668094296,1.481504755,1.549623611,0.052637584,0.235504332,46.46590865,0.607899557,NA,0.03235172,0.082668575,5.261861449,1,1,1:mPD_2:mSD_3:mPD_4:mSD_5:mSD,0,2,0,3,5,5,0,0.4,0,0.6,16.66666667,1:1.5338191559_2:1.41671260025_3:1.46351033114_4:1.26195152583_5:1.47071161081,1:1.55590113112_2:1.55450978059_3:1.53820597141_4:1.52848437395_5:1.55203646418,1:0.116991078879_2:0.0428972365701_3:0.0435643984745_4:0.0162382787984_5:0.0363276304181,1:0.259362492716_2:0.267514942443_3:0.165182485339_4:0.215312438584_5:0.243003588515,
114,NA,0.765122582,0.286379209,12.47602279,1:15.5833333333_2:19.0_3:-11.8333333333_4:385.333333333_5:75.8333333333_6:63.0_7:229.666666667_8:18.0833333333,1:[ 267.5]_2:[ 325.5]_3:[ 438.33333333]_4:[ 606.58333333]_5:[ 498.16666667]_6:[ 398.83333333]_7:[ 422.41666667]_8:[ 408.91666667],1:[ 0.53733637]_2:[ 0.53203548]_3:[ 0.68147878]_4:[ 0.71745646]_5:[ 0.65298341]_6:[ 0.75451146]_7:[ 0.57291887]_8:[ 0.62197356],0.175175867,0.69543843,1:0.0718622128383_2:0.120742902426_3:-0.0773876443888_4:0.641685577213_5:0.305371627079_6:0.196108713888_7:0.461284306439_8:0.060054385708,1.524403916,1.558642756,0.113477496,0.416470366,36.78725259,0.636704606,NA,0.028008327,0.111770616,1.933655971,1,1,1:mSD_2:mSD_3:mSD_4:mPD_5:mSD_6:mSD_7:mPD_8:mSD,0,2,0,6,8,8,0,0.25,0,0.75,66.66666667,1:1.36144375239_2:1.33566930491_3:-0.651132307881_4:1.55863355137_5:1.50921681117_6:1.50787090923_7:1.54884320033_8:1.34491117306,1:1.55193326677_2:1.55523494483_3:1.5567696056_4:1.56326304146_5:1.56170093916_6:1.55697614109_7:1.55803867426_8:1.55768073791,1:0.0242562832585_2:0.0323480475389_3:-0.00384842857635_4:0.452767973652_5:0.120448701499_6:0.0723431606124_7:0.221758642883_8:0.016296220245,1:0.314411561409_2:0.290417245513_3:0.390866632383_4:0.597673381231_5:0.515585960485_6:0.594573089748_7:0.31939455984_8:0.357656156916,
95,NA,0.760186438,0.133286894,3.861998786,1:163.916666667_2:-13.1666666667_3:-1.58333333333_4:51.75_5:64.75_6:13.0_7:54.9166666667_8:109.916666667,1:[ 113.75]_2:[ 148.58333333]_3:[ 46.33333333]_4:[ 265.91666667]_5:[ 164.16666667]_6:[ 146.41666667]_7:[ 175.33333333]_8:[ 164.5],1:[ 0.39070812]_2:[ 0.53016228]_3:[ 0.25165148]_4:[ 0.56999844]_5:[ 0.40860648]_6:[ 0.38615924]_7:[ 0.39665227]_8:[ 0.36778566],0.243196623,0.479508538,1:0.456414544612_2:-0.0677167949853_3:-0.0180275393845_4:0.190123204861_5:0.269121981249_6:0.0338005140124_7:0.239089765377_8:0.323436890218,1.478131919,1.542147293,0.068270063,0.213924919,31.73069868,0.4444536,NA,0.040054561,0.077302237,1.359211043,1,1,1:mPD_2:mSD_3:mSD_4:mSD_5:mSD_6:mSD_7:mSD_8:mSD,0,1,0,7,8,8,0,0.125,0,0.875,100,1:1.51729541084_2:1.06968113527_3:0.597100955955_4:1.4130340953_5:1.50450458128_6:1.40678671386_7:1.48078956814_8:1.53298632575,1:1.52347888509_2:1.53574680143_3:1.53395479268_4:1.55149054284_5:1.54495378495_6:1.54647655567_7:1.54485361458_8:1.53981710433,1:0.110696998182_2:0.0120102498346_3:0.00686746071255_4:0.0325583241663_5:0.109507099721_6:0.0297569056505_7:0.0884109889873_8:0.14424085795,1:0.147636785173_2:0.291643869381_3:0.199769544724_4:0.304148841582_5:0.246122838673_6:0.22097998762_7:0.190356081185_8:0.151054544003,
194,NA,0.7580426,1.180204255,19.04183588,1:23.415_2:17.2675_3:26.1875,1:[ 40.10916667]_2:[ 100.79083333]_3:[ 63.89916667]_4:[ 76.11583333]_5:[ 42.7975]_6:[ 52.90666667]_7:[ 76.78166667]_8:[ 56.695]_9:[ 33.2225]_10:[ 45.5925],1:[ 0.23623717]_2:[ 0.40586257]_3:[ 0.3109269]_4:[ 0.35936541]_5:[ 0.23673597]_6:[ 0.31311042]_7:[ 0.37525688]_8:[ 0.28792356]_9:[ 0.23215388]_10:[ 0.29073288],0.086765318,0.390067041,1:0.151461697136_2:0.10080650954_3:0.140375546552,0.782520107,1.506885962,0.00747363,0.14998749,168.8966702,0.262577884,NA,0.01435499,0.063865915,15.14273265,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,10,0,0,0,1,16.66666667,1:0.965644709296_2:0.060084521852_3:0.975630304463,1:1.48098947936_2:1.53310524491_3:1.51187471933_4:1.51023640807_5:1.49321546268_6:1.50927923916_7:1.5219296884_8:1.50548057994_9:1.45157812801_10:1.48768520758,1:0.0124888386851_2:0.000424987124712_3:0.0104154625519,1:0.104013722108_2:0.239268725571_3:0.153373384137_4:0.154379601528_5:0.111734216637_6:0.174651922983_7:0.202602210673_8:0.131794363357_9:0.0893822904327_10:0.134729508532,
159,NA,0.746558265,0.70009116,10.11539502,1:296.705333333_2:295.594166667_3:105.933833333_4:196.515166667_5:37.4045,1:[ 274.2515]_2:[ 961.02683333]_3:[ 630.08633333]_4:[ 757.702]_5:[ 832.033],1:[ 0.66031055]_2:[ 0.82553909]_3:[ 0.62524648]_4:[ 0.76989518]_5:[ 0.85674398],0.449509624,0.715234433,1:0.474458044362_2:0.617211935319_3:0.233910624709_4:0.650414961652_5:0.235308280582,1.509535993,1.553394826,0.108395954,0.387375335,70.81513557,0.871860399,NA,0.036567829,0.059277542,5.012924459,1,1,1:mPD_2:mSD_3:mPD_4:mPD_5:mSD,0,3,0,2,5,5,0,0.6,0,0.4,33.33333333,1:1.53261133884_2:1.52103681099_3:1.50476810599_4:1.49998345924_5:1.40672112697,1:1.5293814719_2:1.55792756012_3:1.55225316257_4:1.55577518689_5:1.55540754916,1:0.121733712652_2:0.144762636262_3:0.0644122787389_4:0.202202295553_5:0.0640649027116,1:0.275213487805_2:0.49889244663_3:0.231743029021_4:0.441171765843_5:0.547198537805,
144,NA,0.737190395,0.549051071,18.28520615,1:25.4166666667_2:23.4166666667_3:83.25_4:157.083333333_5:2.58333333333,1:[ 354.58333333]_2:[ 289.]_3:[ 169.25]_4:[ 126.25]_5:[ 278.66666667],1:[ 0.4964412]_2:[ 0.47069169]_3:[ 0.4209745]_4:[ 0.47372799]_5:[ 0.47152236],0.163743321,0.504915502,1:0.0963341737205_2:0.114295604748_3:0.211292734431_4:0.322910936775_5:0.0191773501889,1.484023297,1.549623611,0.057933984,0.235504332,37.62558538,0.678901605,NA,0.027126772,0.082668545,3.54038972,1,1,1:mSD_2:mSD_3:mSD_4:mPD_5:mSD,0,1,0,4,5,5,0,0.2,0,0.8,16.66666667,1:1.36028828736_2:1.35153088182_3:1.50027668042_4:1.54092297387_5:0.602546308062,1:1.55590113112_2:1.55450978059_3:1.53820597141_4:1.52848437395_5:1.55203646418,1:0.0216634385652_2:0.0271894090351_3:0.0574850961681_4:0.136853946829_5:0.00568490925156,1:0.259362492716_2:0.267514942443_3:0.165182485339_4:0.215312438584_5:0.243003588515,
186,NA,0.734697746,1.041193636,13.8868802,1:57.705_2:91.5241666667_3:46.4141666667,1:[ 177.95]_2:[ 188.60083333]_3:[ 227.6125],1:[ 0.45811912]_2:[ 0.37450595]_3:[ 0.56487304],0.276896642,0.509856735,1:0.230702939296_2:0.295088996109_3:0.280569428806,1.49770991,1.545829716,0.09581703,0.236270092,19.08335598,0.360721903,NA,0.04344832,0.084019232,10.99495954,1,1,1:mPD_2:mSD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,33.33333333,1:1.49569452827_2:1.51333795372_3:1.47400502018,1:1.544440608_2:1.54476379182_3:1.54796772067,1:0.0835702948678_2:0.0996615159568_3:0.109361728395,1:0.252789654515_2:0.162727440928_3:0.354849243919,
