Seq.,PDX,TGI,log(kl),KI-histogram,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,direction,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tumour_type
198,NA,1.053907513,1.358238235,63.3834724,1:6.2175_2:-12.1558333333_3:-20.005,1:[ 295.165]_2:[ 217.21333333]_3:[ 255.80333333]_4:[ 271.13666667]_5:[ 251.4625],1:[ 0.50147378]_2:[ 0.39756514]_3:[ 0.46463463]_4:[ 0.50499976]_5:[ 0.52687936],-0.167191211,0.492157435,1:0.0312713992408_2:-0.0823015952901_3:-0.142744859682,0.271032284,1.550355361,0.001714609,0.230920116,67.79061766,0.762247144,NA,-0.024954707,0.081284788,22.81593309,1,1,1:mPD_2:mSD_3:mSD,0,1,0,2,3,5,0,0.333333333,0,0.666666667,0,1:1.17881699513_2:-0.711252476038_3:-0.626533423925,1:1.55299018007_2:1.54725104469_3:1.55198480263_4:1.54991277017_5:1.54854047585,1:0.0150901637743_2:-0.00536183527925_3:-0.00438223662867,1:0.263071370791_2:0.169284727324_3:0.240107066539_4:0.233996610912_5:0.265335876223,
179,NA,1.052222004,0.958065336,29.26218239,1:1.45666666667_2:-37.39_3:-12.8941666667,1:[ 177.8125]_2:[ 251.72666667]_3:[ 232.305],1:[ 0.55508356]_2:[ 0.5013656]_3:[ 0.55490292],-0.200536363,0.63033821,1:0.0117316965226_2:-0.392775600061_3:-0.114972904714,-1.115276299,1.54799646,-0.014168586,0.292674952,35.0925172,0.845032084,NA,-0.030470048,0.095476602,9.079571142,1,1,1:mSD_2:mPR_3:mSD,0,0,1,2,3,3,0,0,0.333333333,0.666666667,33.33333333,1:0.771837877273_2:-1.383888924_3:-1.06590055925,1:1.54249029612_2:1.5506008788_3:1.54939951905,1:0.00755841968192_2:-0.0310162476143_3:-0.0136034976303,1:0.327705070867_2:0.251422750361_3:0.322257292678,
162,NA,1.047656608,0.718792817,20.08121584,1:-19.5175_2:-28.6741666667_3:12.1675,1:[ 575.9025]_2:[ 173.065]_3:[ 160.76916667],1:[ 0.70519653]_2:[ 0.50724448]_3:[ 0.39214344],-0.440052728,0.550659575,1:-0.158589686081_2:-0.311513744827_3:0.0589882943508,-1.439996556,1.560409664,-0.042136798,0.493850263,0.964915355,1.060701963,NA,-0.052323543,0.061056538,5.233507094,1,1,1:mPR_2:mCR_3:mSD,1,0,1,1,3,3,0.333333333,0,0.333333333,0.333333333,50,1:-1.45982207547_2:-1.46421472282_3:-1.35136549854,1:1.56580413655_2:1.55489741592_3:1.55576929292,1:-0.0424753964153_2:-0.0549395272192_3:-0.0280553813275,1:0.77971760498_2:0.450591917018_3:0.315447825211,
200,NA,1.041743887,1.427183919,48.48084241,1:-10.7458333333_2:-8.575_3:-14.255,1:[ 178.36583333]_2:[ 170.1275]_3:[ 351.36916667],1:[ 0.48092875]_2:[ 0.41417492]_3:[ 0.56612158],-0.207459656,0.531689565,1:-0.108417101675_2:-0.0384052647812_3:-0.222592146597,-1.057828375,1.552350081,-0.011759234,0.2988199,49.57972629,0.97135982,NA,-0.031105872,0.086669172,26.7413864,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,3,0,0,0,1,0,1:-1.17330655386_2:-0.996592763011_3:-0.950022173847,1:1.54987976843_2:1.5456068408_3:1.55748570301,1:-0.017493987568_2:-0.00693296091852_3:-0.0149061352622,1:0.353236553219_2:0.205212551712_3:0.347268769772,
140,NA,1.041071429,0.507886131,4.932957455,1:-11.25_2:-3.16666666667_3:2.41666666667_4:8.66666666667_5:-17.3333333333_6:-9.33333333333_7:-9.33333333333_8:-4.75,1:[ 17.83333333]_2:[ 42.83333333]_3:[ 0.91666667]_4:[-0.41666667]_5:[ 8.66666667]_6:[ 28.58333333]_7:[ 16.83333333]_8:[ 27.58333333],1:[ 0.06840605]_2:[ 0.1561442]_3:[ 0.00375092]_4:[-0.00240222]_5:[ 0.06067544]_6:[ 0.14003672]_7:[ 0.08775459]_8:[ 0.12574959],-0.064259745,0.043518939,1:-0.0798928301989_2:-0.0127260313726_3:0.0148972804665_4:0.0389116851435_5:-0.132893721896_6:-0.0547368943049_7:-0.0658451097388_8:-0.0359246607591,-0.164583107,1.35906797,-0.000949059,0.026596986,23.70422054,0.278553876,NA,-0.0103855,0.007234326,3.220224363,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mSD_6:mSD_7:mSD_8:mSD,0,0,0,8,8,8,0,0,0,1,33.33333333,1:-1.03457816152_2:0.894094268395_3:0.755783843515_4:1.22352099984_5:-0.983998703251_6:-0.756245366283_7:-0.672824215788_8:-0.934034359109,1:1.30612449756_2:1.44720122065_3:0.709056904413_4:-0.0626901951391_5:1.11147021207_6:1.46997510817_7:1.42565368832_8:1.40388553667,1:-0.0105823118311_2:0.00478837464289_3:0.00624136655544_4:0.0136766701296_5:-0.00928321034674_6:-0.00521172312848_7:-0.00524246103513_8:-0.0101667413596,1:0.0159710449964_2:0.0398289004196_3:0.00418480556217_4:-0.000399824500155_5:0.0161729576779_6:0.0671432534693_7:0.04246715539_8:0.0346965021898,
191,NA,1.019163635,1.162891967,17.02198563,1:7.17083333333_2:-6.52_3:-2.96833333333,1:[ 172.945]_2:[ 36.79916667]_3:[ 62.72166667],1:[ 0.50370232]_2:[ 0.15681255]_3:[ 0.31356238],-0.083563177,0.316217419,1:0.0455255597148_2:-0.0541994208374_3:-0.0157568923645,1.010197684,1.514389953,0.011456775,0.122611112,14.84033604,0.361255239,NA,-0.012995405,0.052001522,14.55097073,1,1,1:mPD_2:mSD_3:mSD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,50,1:1.28013250827_2:0.160169336322_3:0.905388613298,1:1.54012783279_2:1.45295185573_3:1.48824460661,1:0.0223378103857_2:0.00124309886637_3:0.00926663965406,1:0.240401209771_2:0.0460172287097_3:0.104938485895,
195,NA,1.018604837,1.209936679,37.74706257,1:-2.51166666667_2:-20.4825_3:0.6125_4:-32.2758333333_5:-12.035,1:[ 472.68333333]_2:[ 283.31666667]_3:[ 218.20416667]_4:[ 271.78166667]_5:[ 301.25916667],1:[ 0.73246425]_2:[ 0.68380281]_3:[ 0.55207119]_4:[ 0.76988792]_5:[ 0.50543286],-0.074136701,0.627820225,1:-0.0132500765467_2:-0.179154858339_3:0.0108389968525_4:-0.175990498743_5:-0.198555522448,-0.380593254,1.530105727,-0.002921288,0.17248328,147.1195966,1.322313044,NA,-0.003540993,0.047682974,16.21573653,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,5,5,5,0,0,0,1,15.38461538,1:0.749463664232_2:-0.725990563338_3:0.645379587833_4:-1.13119984407_5:-0.590277356204,1:1.54451719484_2:1.52106007146_3:1.51645064654_4:1.52455930967_5:1.53030323189,1:0.00766411573787_2:-0.00626207109749_3:0.0085959666951_4:-0.00866429606455_5:-0.00755974558706,1:0.24270649445_2:0.18411169298_3:0.139625339637_4:0.258064969681_5:0.106573134438,
149,NA,1.016920204,0.612948703,8.721899984,1:17.1633333333_2:-7.855_3:-0.356666666667,1:[ 437.685]_2:[ 199.10833333]_3:[ 209.3075],1:[ 0.42919836]_2:[ 0.46170855]_3:[ 0.36530173],-3.16E-10,0.517448573,1:0.111786390133_2:-0.0890062566358_3:-0.00281180256534,0.758902175,1.551725895,0.00791056,0.174824837,19.76711452,0.476178683,NA,-5.63E-11,0.083534014,4.101556543,1,1,1:mPD_2:mPR_3:mSD,0,1,1,1,3,3,0,0.333333333,0.333333333,0.333333333,33.33333333,1:1.39245980432_2:-1.16797395959_3:-0.341990349058,1:1.55923797234_2:1.54546467469_3:1.53886952705,1:0.0414799299823_2:-0.0213365298859_3:-0.0030685004958,1:0.194710552307_2:0.226258717765_3:0.111208746964,
136,NA,1.014528676,0.470826462,7.291336872,1:-4.99166666667_2:27.6425_3:8.62416666667,1:[ 80.06583333]_2:[ 106.0075]_3:[ 135.44166667],1:[ 0.25745407]_2:[ 0.31701146]_3:[ 0.38217273],-0.051296199,0.27832048,1:-0.0549909169818_2:0.146440732675_3:0.0435095348543,1.201779018,1.528642189,0.01978541,0.1345201,20.11636817,0.461839662,NA,-0.007298835,0.042345846,2.95683072,1,1,1:mSD_2:mPD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,33.33333333,1:-0.756517476363_2:1.40133522657_3:1.2340698496,1:1.52013110685_2:1.52608860881_3:1.53638901342,1:-0.00817304984914_2:0.0421428819806_3:0.0207065483893,1:0.105980292389_2:0.124707543651_3:0.177608848436,
154,NA,1.009514537,0.637752357,18.10940998,1:108.861547619_2:-0.160595238095_3:8.37380952381,1:[ 202.77630952]_2:[ 146.32202381]_3:[ 124.43952381],1:[ 0.34941619]_2:[ 0.41109552]_3:[ 0.26237594],-0.054702677,0.42780551,1:0.245987830183_2:0.00466408544844_3:-0.0214321102511,1.370733631,1.549518844,0.025057774,0.222384574,27.21591405,0.457750681,NA,-0.007659371,0.082033598,4.342625283,1,1,1:mPD_2:mSD_3:mPD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,40,1:1.49120750246_2:1.02200545993_3:0.555852999255,1:1.55447238149_2:1.54229100661_3:1.54840210879,1:0.0425194452933_2:0.0105415455464_3:0.00442249315705,1:0.23080035978_2:0.263025947487_3:0.189712285811,
184,NA,1.005729582,1.02690624,70.66461675,1:-16.6958333333_2:32.6441666667_3:12.215,1:[ 674.65083333]_2:[ 616.70416667]_3:[ 399.98166667],1:[ 0.73189726]_2:[ 0.71750458]_3:[ 0.77577065],-0.079008474,0.853209805,1:-0.104415289484_2:0.156782564923_3:0.0702208667183,1.434130057,1.561717627,0.043625642,0.583133138,46.25593906,0.85460109,NA,-0.010827728,0.139297305,10.63913304,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,33.33333333,1:1.24497452906_2:1.50454362266_3:1.3123692395,1:1.5633212427_2:1.56280965575_3:1.55680212758,1:0.0190635148408_2:0.0797100864524_3:0.0242765843755,1:0.580954492903_2:0.583751241757_3:0.586157238697,
120,NA,0.998560726,0.344931656,22.66037251,1:6.02833333333_2:-6.10416666667_3:23.4341666667,1:[ 26.60416667]_2:[ 23.57083333]_3:[ 75.49083333],1:[ 0.26593117]_2:[ 0.23365102]_3:[ 0.22881447],2.25E-08,0.228565023,1:0.0418063023708_2:-0.0486573841375_3:0.173570648955,0.854408336,1.455158638,0.009181412,0.071477486,15.95359737,0.289913831,NA,3.74E-09,0.037643095,2.212746466,1,1,1:mSD_2:mSD_3:mPD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,16.66666667,1:0.128382700805_2:-0.743463919819_3:1.33896272343,1:1.39628968324_2:1.35010432325_3:1.50717912135,1:0.000957518783429_2:-0.00668835312937_3:0.0411138717626,1:0.0884376754455_2:0.0639557289016_3:0.068997964873,
175,NA,0.995716404,0.881084693,24.55529723,1:30.7441666667_2:7.16583333333_3:-15.035,1:[ 288.7125]_2:[ 158.28833333]_3:[ 257.47333333],1:[ 0.54923377]_2:[ 0.53029548]_3:[ 0.58480836],0.00053971,0.562013192,1:0.179675071854_2:0.055790505615_3:-0.0909039236565,1.338762569,1.546443263,0.029973975,0.277842043,33.90363527,0.593661632,NA,-0.000565392,0.092157063,7.604745647,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,33.33333333,1:1.44600981653_2:1.28345538258_3:0.929816230336,1:1.55009451651_2:1.53189042872_3:1.55046371873,1:0.061801566528_2:0.0250400952721_3:0.00840278498075,1:0.26981390392_2:0.228731182467_3:0.323171755387,
177,NA,0.991366972,0.917183573,19.51431195,1:36.2266666667_2:19.5833333333_3:20.9725,1:[ 227.02583333]_2:[ 285.26166667]_3:[ 366.65083333],1:[ 0.59820632]_2:[ 0.57641494]_3:[ 0.63671892],0.012927909,0.593299006,1:0.214876350598_2:0.104535947492_3:0.091139232878,1.386968637,1.552929533,0.036180058,0.357176897,38.40130561,0.664661035,NA,0.003655878,0.09398476,8.263871833,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,16.66666667,1:1.40187069268_2:1.41346646546_3:1.32395066823,1:1.54958464871_2:1.55272125862_3:1.55551536465,1:0.0491495522331_2:0.0476457774627_3:0.0204133401822,1:0.384054627855_2:0.323707793445_3:0.370677631817,
167,NA,0.977901355,0.761640848,8.589142732,1:-25.0233333333_2:15.8833333333_3:21.5625,1:[ 489.53]_2:[ 237.57166667]_3:[ 92.00166667],1:[ 0.60888745]_2:[ 0.53163541]_3:[ 0.38473492],-0.133743339,0.508240096,1:-0.156863452463_2:0.0802832624278_3:0.129259253193,1.439013344,1.551666004,0.048967523,0.325765078,14.98050027,0.445599269,NA,-0.018038664,0.083301075,5.776181724,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,66.66666667,1:1.35456728773_2:1.38884660996_3:1.49187855533,1:1.55985096792_2:1.55076011863_3:1.50652548026,1:0.0281809196669_2:0.0344848305275_3:0.088333060476,1:0.410800679116_2:0.346360548568_3:0.132960788625,
161,NA,0.977531548,0.71063309,17.5106102,1:18.25_2:-23.75_3:14.75_4:-11.75_5:-2.5,1:[ 105.75]_2:[ 127.66666667]_3:[ 56.]_4:[ 260.41666667]_5:[ 166.5],1:[ 0.4093313]_2:[ 0.48059926]_3:[ 0.26684528]_4:[ 0.44065839]_5:[ 0.42115797],-0.029803455,0.399174984,1:0.131208515831_2:-0.234582343225_3:0.0553960229893_4:-0.156633259199_5:-0.0125417039358,0.321573226,1.521764688,0.00222387,0.135387589,61.19110309,0.866867779,NA,-0.003721929,0.049201083,5.136095497,1,1,1:mSD_2:mPR_3:mSD_4:mSD_5:mSD,0,0,1,4,5,5,0,0,0.2,0.8,25,1:1.20275413115_2:-1.25771680323_3:1.27683802535_4:-0.953554313165_5:0.260993223279,1:1.50886951712_2:1.51800426121_3:1.45618283212_4:1.542580911_5:1.5268148878,1:0.0259269559107_2:-0.0211545728392_3:0.013372837482_4:-0.014987598812_5:0.00164867340943,1:0.141763409678_2:0.190760488429_3:0.0699400758719_4:0.147789368956_5:0.129118793352,
174,NA,0.977343403,0.84516987,20.80657093,1:24.0_2:27.8333333333_3:-10.5833333333_4:-6.33333333333,1:[ 106.5]_2:[ 99.75]_3:[ 198.5]_4:[ 178.41666667],1:[ 0.41850323]_2:[ 0.33442551]_3:[ 0.38984057]_4:[ 0.51625613],6.52E-07,0.403081889,1:0.146602083561_2:0.137792553668_3:-0.117662406371_4:-0.0267810021405,0.92800649,1.520738504,0.008424476,0.122219834,49.84101381,0.697599605,NA,8.15E-08,0.04966645,7.001157853,1,1,1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,4,4,4,0,0,0,1,12.5,1:1.31904430735_2:1.25091736269_3:-0.962293091941_4:-0.12938766469,1:1.50539329255_2:1.49952000315_3:1.53286539637_4:1.52952413471,1:0.0306037389516_2:0.0188653966209_3:-0.0129303773593_4:-0.000551332852124,1:0.13313758681_2:0.0878621233413_3:0.104601146662_4:0.189872418633,
180,NA,0.968410914,0.97603423,27.16212228,1:12.7975_2:-11.7375_3:-12.5941666667,1:[ 109.21166667]_2:[ 167.2725]_3:[ 227.23416667],1:[ 0.37105028]_2:[ 0.44841266]_3:[ 0.49578015],-0.064403641,0.484484129,1:0.0730758906685_2:-0.0746588491777_3:-0.0781794517884,0.847864083,1.53727125,0.007198002,0.188139957,31.17825448,0.611306,NA,-0.010031826,0.08009781,9.463117448,1,1,1:mSD_2:mSD_3:mSD,0,0,0,3,3,3,0,0,0,1,16.66666667,1:1.36471602118_2:-0.0438003818164_3:-0.929486212089,1:1.52492016408_2:1.53390330702_3:1.54615626919,1:0.0316604219139_2:-0.000285508514711_3:-0.00798027189792,1:0.149780949248_2:0.167258554219_3:0.241102926754,
168,NA,0.966189862,0.765758937,18.72880293,1:-4.59166666667_2:25.77_3:30.96,1:[ 134.22833333]_2:[ 233.30916667]_3:[ 208.9975]_4:[ 217.26666667]_5:[ 134.78583333]_6:[ 224.54666667],1:[ 0.45996752]_2:[ 0.47745856]_3:[ 0.43682523]_4:[ 0.47745258]_5:[ 0.42579205]_6:[ 0.57043066],0.021942016,0.503867866,1:-0.0139971411402_2:0.100097527383_3:0.215681865769,1.36366258,1.543092098,0.027076794,0.231370011,48.59867154,0.556029315,NA,0.00432399,0.083182156,5.831213428,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,6,0,1,0,0,16.66666667,1:1.35045365722_2:1.35321216628_3:1.38388920513,1:1.53084370822_2:1.54854519411_3:1.54532383619_4:1.54558547958_5:1.5337839245_6:1.54620426807,1:0.0192969007853_2:0.0220940386176_3:0.0579979429572,1:0.214196267932_2:0.241667182276_3:0.195596807142_4:0.22403663814_5:0.197763910185_6:0.340249127548,
139,NA,0.961226454,0.505993849,9.696256064,1:9.14666666667_2:20.0058333333_3:24.6958333333,1:[ 96.2775]_2:[ 114.8125]_3:[ 158.78083333],1:[ 0.40803539]_2:[ 0.32278993]_3:[ 0.34915073],0.01667341,0.364108029,1:0.038110567635_2:0.124520831074_3:0.152765836764,1.419064003,1.531166222,0.039870073,0.146667243,25.40107417,0.256317308,NA,0.002225236,0.059587132,3.206223917,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,50,1:1.37395719186_2:1.41950782408_3:1.44714209606,1:1.51617490638_2:1.52845218386_3:1.54119190288,1:0.0209992055292_2:0.0510332160988_3:0.0644577653348,1:0.171209759028_2:0.128084098813_3:0.150208465475,
187,NA,0.958340916,1.0525503,14.79772788,1:15.1208333333_2:16.5408333333_3:1.03416666667_4:5.32333333333_5:-5.00583333333,1:[ 201.07583333]_2:[ 67.84083333]_3:[ 158.77833333]_4:[ 33.78166667]_5:[ 117.3775],1:[ 0.64984704]_2:[ 0.31919114]_3:[ 0.50336472]_4:[ 0.24724917]_5:[ 0.35826332],-4.19E-08,0.404071214,1:0.0884898587675_2:0.109871095557_3:0.0127064893946_4:0.0528975848697_5:-0.0506885844872,0.674916448,1.518965326,0.00741983,0.17544605,40.75007849,0.75150616,NA,-5.98E-09,0.056980521,11.28626649,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,5,5,5,0,0,0,1,28.57142857,1:0.996993280049_2:1.19930167199_3:0.606792730473_4:0.414078897681_5:-0.894571387147,1:1.54159852425_2:1.47980882149_3:1.5333884082_4:1.38207180184_5:1.51882988314,1:0.0103381289958_2:0.0210936303677_3:0.00888438856756_4:0.00502039719619_5:-0.0121824483688,1:0.430799900422_2:0.0970315751608_3:0.236635625127_4:0.0603151076402_5:0.120258268936,
152,NA,0.949087624,0.623286183,11.10548862,1:68.4225_2:49.4933333333_3:55.62,1:[ 171.53]_2:[ 153.095]_3:[ 249.8575],1:[ 0.54038093]_2:[ 0.49331061]_3:[ 0.55277432],0.249519361,0.572700229,1:0.328893895295_2:0.203850712661_3:0.304281854797,1.450072899,1.538608259,0.06155598,0.232428541,26.90326671,0.267505562,NA,0.040664661,0.094957252,4.200356796,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,16.66666667,1:1.47320996667_2:1.43166019484_3:1.43600331567,1:1.53240052794_2:1.53322294645_3:1.54613206422,1:0.0866429479422_2:0.0414778073716_3:0.0659952354885,1:0.215959537441_2:0.211627644341_3:0.262053159633,
113,NA,0.946472602,0.268872384,5.7009088,1:-15.5383333333_2:0.8925_3:65.0583333333,1:[ 286.48166667]_2:[ 106.565]_3:[ 68.9575],1:[ 0.53372282]_2:[ 0.44526002]_3:[ 0.2368059],0.018075841,0.377651645,1:-0.0960736440152_2:0.00903485851978_3:0.317437473814,1.335894279,1.543240588,0.028880291,0.247992816,10.18071823,0.653489262,NA,0.003012347,0.059092229,1.857258627,1,1,1:mSD_2:mSD_3:mPD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,66.66666667,1:-1.21464955202_2:0.945540191238_3:1.49865864353,1:1.5553773691_2:1.52218379524_3:1.52815639001,1:-0.0138997118218_2:0.0103229312237_3:0.129381570028,1:0.357224931623_2:0.210288071603_3:0.145623341183,
190,NA,0.940309472,1.137513,32.71636538,1:10.25_2:23.0_3:-15.3333333333_4:-6.25_5:50.9166666667_6:8.83333333333_7:-0.833333333333_8:4.08333333333,1:[ 247.5]_2:[ 386.75]_3:[ 282.91666667]_4:[ 513.16666667]_5:[ 247.25]_6:[ 502.]_7:[ 443.58333333]_8:[ 357.08333333],1:[ 0.52059693]_2:[ 0.69115038]_3:[ 0.61036846]_4:[ 0.6671627]_5:[ 0.41207891]_6:[ 0.69645125]_7:[ 0.72394655]_8:[ 0.63191042],0.004084695,0.678341082,1:0.0510234104028_2:0.128550889645_3:-0.0779232042732_4:-0.0487797942669_5:0.177783832446_6:0.0569521044971_7:-0.00264252274396_8:0.018674141355,1.342691884,1.55912425,0.024332241,0.45244543,9.58636229,1.02242073,NA,0.000680583,0.113336131,13.72502046,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mPD_6:mSD_7:mSD_8:mSD,0,1,0,7,8,8,0,0.125,0,0.875,0,1:1.4082009189_2:1.44916248952_3:-1.27237715911_4:-0.0791699682076_5:1.49701803257_6:0.457726138611_7:1.16297396999_8:1.4323735431,1:1.55573539024_2:1.56162737404_3:1.5562439161_4:1.55924206813_5:1.55556847643_6:1.56210112895_7:1.56231703641_8:1.56002712585,1:0.0331180006327_2:0.0571461856391_3:-0.0143202655681_4:-0.000574896989983_5:0.0622674197209_6:0.00332850072274_7:0.0141988963037_8:0.0366063150383,1:0.364511835545_2:0.638302859039_3:0.434659100464_4:0.412068393609_5:0.249220644603_6:0.556178357061_7:0.693066192092_8:0.531313164018,
141,NA,0.938632619,0.516021763,18.48605674,1:29.3333333333_2:35.0_3:-31.5_4:-45.4166666667_5:-10.5833333333,1:[ 197.25]_2:[ 80.16666667]_3:[ 114.91666667]_4:[ 105.75]_5:[ 146.33333333],1:[ 0.35658534]_2:[ 0.30056264]_3:[ 0.51233938]_4:[ 0.3256755]_5:[ 0.38520184],-0.083341782,0.294636646,1:0.143489373707_2:0.201982071542_3:-0.25132661508_4:-0.308111096532_5:-0.10854071154,-0.984175719,1.516689245,-0.00865629,0.099689193,45.18975909,1.096262481,NA,-0.010355689,0.036144838,3.281117345,1,1,1:mSD_2:mSD_3:mPR_4:mPR_5:mPR,0,0,3,2,5,5,0,0,0.6,0.4,100,1:1.2227406989_2:1.34902310444_3:-1.34138921351_4:-1.45309812681_5:-1.10193957027,1:1.53571947404_2:1.48417451679_3:1.5032005124_4:1.50922712493_5:1.52391281432,1:0.0162111531547_2:0.0346341351768_3:-0.0205851882865_4:-0.0334145845227_5:-0.0179455513937,1:0.0976170482751_2:0.0714035470835_3:0.143816634172_4:0.0913907994105_5:0.110556877879,
173,NA,0.932482681,0.831711319,25.74293875,1:35.0225_2:10.2591666667_3:-6.79166666667,1:[ 184.65666667]_2:[ 132.05583333]_3:[ 216.00166667]_4:[ 170.9625]_5:[ 107.3775]_6:[ 180.93416667],1:[ 0.50369129]_2:[ 0.47948651]_3:[ 0.44588728]_4:[ 0.46298715]_5:[ 0.3158471]_6:[ 0.51352845],5.23E-07,0.459475528,1:0.117772910984_2:0.0949903762655_3:-0.0849881303218,1.259077363,1.541616965,0.021299854,0.234609893,10.08751188,0.869316635,NA,8.73E-08,0.075482674,6.787523071,1,1,1:mSD_2:mSD_3:mPR,0,0,1,2,3,6,0,0,0.333333333,0.666666667,0,1:1.46839511018_2:1.18362953506_3:-1.23590369418,1:1.54341358013_2:1.52858909718_3:1.54759108741_4:1.54207668288_5:1.53429159963_6:1.54586404437,1:0.0402719966235_2:0.024576610016_3:-0.029998904027,1:0.27289651343_2:0.224425655323_3:0.215989606524_4:0.248716230247_5:0.153849265409_6:0.333125338127,
170,NA,0.922206394,0.780103348,25.83865107,1:54.5833333333_2:-13.5833333333_3:-14.75_4:-12.0833333333_5:62.1666666667_6:77.75_7:58.4166666667_8:58.5,1:[ 418.33333333]_2:[ 611.83333333]_3:[ 557.16666667]_4:[ 226.58333333]_5:[ 182.58333333]_6:[ 553.91666667]_7:[ 225.83333333]_8:[ 264.83333333],1:[ 0.58518044]_2:[ 0.63768794]_3:[ 0.69993678]_4:[ 0.6077911]_5:[ 0.50679272]_6:[ 0.63988435]_7:[ 0.50710786]_8:[ 0.55529346],0.058315431,0.599093803,1:0.188718154134_2:-0.182783305131_3:-0.14367227692_4:-0.0932829731732_5:0.176821106214_6:0.234016235156_7:0.177418048503_8:0.214181635306,1.422300228,1.556815039,0.036412302,0.375598907,24.3516529,0.999065814,NA,0.009702561,0.096416034,6.027029928,1,1,1:mSD_2:mPR_3:mSD_4:mSD_5:mSD_6:mPD_7:mSD_8:mPD,0,2,1,5,8,8,0,0.25,0.125,0.625,16.66666667,1:1.47117081606_2:-1.26896280391_3:-0.923721176665_4:-1.18817438224_5:1.49510648919_6:1.50188821073_7:1.4741171895_8:1.49100236274,1:1.55784172313_2:1.56195484465_3:1.56112668762_4:1.54860827263_5:1.54223053542_6:1.56087175995_7:1.55045503913_8:1.55017383495,1:0.048292660207_2:-0.0314783929744_3:-0.0111209909607_4:-0.0166745806425_5:0.0518690780474_6:0.0692151043872_7:0.041891115478_8:0.0686046214232,1:0.330478136587_2:0.429400638629_3:0.485497611774_4:0.388800680939_5:0.266893975256_6:0.427760224922_7:0.298062364107_8:0.287445903413,
183,NA,0.920199285,1.001358307,16.51992841,1:-5.60916666667_2:-17.2141666667,1:[ 88.49583333]_2:[ 131.6375],1:[ 0.34140157]_2:[ 0.17555591],-0.023066321,0.350330874,1:-0.0215153406_2:-0.0306185870346,1.281237171,1.526759997,0.008606542,0.070662171,14.13124095,0.357913016,NA,-0.003940462,0.05760518,10.03132514,1,1,1:mSD_2:mSD,0,0,0,2,2,2,0,0,0,1,16.66666667,1:-0.675055866002_2:1.4384791584,1:1.5080065395_2:1.5368908565,1:-0.00296081024503_2:0.0147430220098,1:0.121373025091_2:0.0576486161354,
118,NA,0.914093292,0.329261887,5.770404721,1:10.6175_2:52.0908333333,1:[ 14.43416667]_2:[ 266.4575],1:[ 0.15084594]_2:[ 0.26949681],0.021923094,0.254131032,1:0.0776081154673_2:0.0742330476946,1.440493085,1.538603133,0.020911037,0.090172606,7.755668788,0.171937113,NA,0.003595022,0.041833074,2.134331563,1,1,1:mSD_2:mSD,0,0,0,2,2,2,0,0,0,1,50,1:0.8837222227_2:1.4997063222,1:1.28125710042_2:1.55377575583,1:0.0103483700898_2:0.022943503333,1:0.0465613625156_2:0.095263484415,
196,NA,0.904778304,1.211573086,26.30965835,1:35.4816666667_2:-0.355_3:39.0308333333,1:[ 167.49916667]_2:[ 337.60666667]_3:[ 321.59666667],1:[ 0.50323893]_2:[ 0.5158755]_3:[ 0.65639353],0.060519321,0.569050787,1:0.150798099613_2:-0.00511322107186_3:0.160586619635,1.392818023,1.551273919,0.034513404,0.300261014,35.36560727,0.783077525,NA,0.009963969,0.092462753,16.27695212,1,1,1:mSD_2:mSD_3:mPD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,0,1:1.44402069244_2:0.244518399275_3:1.45480282841,1:1.53900898408_2:1.55529929429_3:1.55346051013,1:0.0432212179451_2:0.0022094272548_3:0.0454531897694,1:0.239622712727_2:0.268442774736_3:0.409274566414,
